R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
849,not_pulled_PP,0.85,0.7632,1.441,0.917,1.2,0.4757,2.312
849,pulled,0.25,0.8141,1.351,0.9849,1.117,0.459,2.396
849,pulled,0.4,0.8141,1.351,0.9849,1.117,0.459,2.396
849,pulled,0.55,0.8141,1.351,0.9849,1.117,0.459,2.396
849,pulled,0.7,0.8141,1.351,0.9849,1.117,0.459,2.396
849,pulled,0.85,0.8142,1.351,0.9849,1.117,0.4593,2.395
848,not_pulled_EV,0.25,0.681,1.615,0.8205,1.341,0.4028,2.731
848,not_pulled_EV,0.4,0.7092,1.551,0.8488,1.296,0.4326,2.543
848,not_pulled_EV,0.55,0.7327,1.501,0.8728,1.26,0.4589,2.397
848,not_pulled_EV,0.7,0.7524,1.462,0.8932,1.232,0.4801,2.291
848,not_pulled_EV,0.85,0.7713,1.426,0.9127,1.205,0.5029,2.187
848,not_pulled_PP,0.25,0.6755,1.629,0.827,1.33,0.3772,2.916
848,not_pulled_PP,0.4,0.7021,1.567,0.8541,1.288,0.406,2.709
848,not_pulled_PP,0.55,0.7252,1.517,0.8779,1.253,0.4327,2.542
848,not_pulled_PP,0.7,0.7446,1.477,0.8979,1.225,0.454,2.423
848,not_pulled_PP,0.85,0.7629,1.442,0.9168,1.2,0.4758,2.312
848,pulled,0.25,0.8141,1.351,0.9848,1.117,0.4593,2.395
848,pulled,0.4,0.8141,1.351,0.9848,1.117,0.4593,2.395
848,pulled,0.55,0.8141,1.351,0.9848,1.117,0.4593,2.395
848,pulled,0.7,0.8141,1.351,0.9848,1.117,0.4593,2.395
848,pulled,0.85,0.8142,1.351,0.9849,1.117,0.4595,2.394
847,not_pulled_EV,0.25,0.6806,1.616,0.8202,1.341,0.4028,2.731
847,not_pulled_EV,0.4,0.7088,1.552,0.8484,1.296,0.4325,2.543
847,not_pulled_EV,0.55,0.7324,1.502,0.8725,1.261,0.4589,2.397
847,not_pulled_EV,0.7,0.7521,1.463,0.893,1.232,0.4801,2.291
847,not_pulled_EV,0.85,0.7711,1.427,0.9125,1.206,0.503,2.187
847,not_pulled_PP,0.25,0.6751,1.629,0.8267,1.331,0.3771,2.917
847,not_pulled_PP,0.4,0.7017,1.568,0.8538,1.288,0.4059,2.71
847,not_pulled_PP,0.55,0.7249,1.517,0.8777,1.253,0.4327,2.542
847,not_pulled_PP,0.7,0.7444,1.478,0.8976,1.225,0.454,2.423
847,not_pulled_PP,0.85,0.7627,1.442,0.9166,1.2,0.4759,2.312
847,pulled,0.25,0.8141,1.351,0.9848,1.117,0.4596,2.394
847,pulled,0.4,0.8141,1.351,0.9848,1.117,0.4596,2.394
847,pulled,0.55,0.8141,1.351,0.9848,1.117,0.4596,2.394
847,pulled,0.7,0.8141,1.351,0.9848,1.117,0.4596,2.394
847,pulled,0.85,0.8142,1.351,0.9849,1.117,0.4597,2.393
846,not_pulled_EV,0.25,0.6802,1.617,0.8198,1.342,0.4027,2.731
846,not_pulled_EV,0.4,0.7084,1.553,0.8481,1.297,0.4325,2.544
846,not_pulled_EV,0.55,0.7321,1.503,0.8723,1.261,0.459,2.397
846,not_pulled_EV,0.7,0.7518,1.463,0.8927,1.232,0.4801,2.291
846,not_pulled_EV,0.85,0.7708,1.427,0.9123,1.206,0.5031,2.186
846,not_pulled_PP,0.25,0.6747,1.63,0.8264,1.331,0.377,2.917
846,not_pulled_PP,0.4,0.7013,1.568,0.8535,1.289,0.4059,2.71
846,not_pulled_PP,0.55,0.7246,1.518,0.8774,1.254,0.4327,2.542
846,not_pulled_PP,0.7,0.7441,1.478,0.8974,1.226,0.454,2.423
846,not_pulled_PP,0.85,0.7624,1.443,0.9164,1.2,0.4759,2.311
846,pulled,0.25,0.8141,1.351,0.9847,1.117,0.4598,2.392
846,pulled,0.4,0.8141,1.351,0.9847,1.117,0.4598,2.392
846,pulled,0.55,0.8141,1.351,0.9847,1.117,0.4598,2.392
846,pulled,0.7,0.8141,1.351,0.9847,1.117,0.4598,2.392
846,pulled,0.85,0.8142,1.351,0.9848,1.117,0.46,2.391
845,not_pulled_EV,0.25,0.6798,1.618,0.8195,1.342,0.4027,2.732
845,not_pulled_EV,0.4,0.708,1.554,0.8478,1.297,0.4324,2.544
845,not_pulled_EV,0.55,0.7318,1.503,0.872,1.261,0.459,2.397
845,not_pulled_EV,0.7,0.7515,1.464,0.8924,1.233,0.4802,2.291
845,not_pulled_EV,0.85,0.7705,1.428,0.912,1.206,0.5032,2.186
845,not_pulled_PP,0.25,0.6743,1.631,0.8261,1.332,0.377,2.918
845,not_pulled_PP,0.4,0.701,1.569,0.8532,1.289,0.4058,2.711
845,not_pulled_PP,0.55,0.7244,1.519,0.8772,1.254,0.4328,2.542
845,not_pulled_PP,0.7,0.7438,1.479,0.8972,1.226,0.4541,2.423
845,not_pulled_PP,0.85,0.7621,1.443,0.9162,1.201,0.476,2.311
845,pulled,0.25,0.8141,1.351,0.9847,1.117,0.46,2.391
845,pulled,0.4,0.8141,1.351,0.9847,1.117,0.46,2.391
845,pulled,0.55,0.8141,1.351,0.9847,1.117,0.46,2.391
845,pulled,0.7,0.8141,1.351,0.9847,1.117,0.46,2.391
845,pulled,0.85,0.8142,1.351,0.9848,1.117,0.4603,2.39
844,not_pulled_EV,0.25,0.6794,1.619,0.8192,1.343,0.4026,2.732
844,not_pulled_EV,0.4,0.7076,1.554,0.8475,1.298,0.4323,2.544
844,not_pulled_EV,0.55,0.7315,1.504,0.8718,1.262,0.459,2.397
844,not_pulled_EV,0.7,0.7512,1.464,0.8922,1.233,0.4802,2.291
844,not_pulled_EV,0.85,0.7703,1.428,0.9118,1.206,0.5033,2.186
844,not_pulled_PP,0.25,0.6739,1.632,0.8258,1.332,0.3769,2.919
844,not_pulled_PP,0.4,0.7006,1.57,0.8529,1.29,0.4057,2.711
844,not_pulled_PP,0.55,0.7241,1.519,0.877,1.254,0.4328,2.542
844,not_pulled_PP,0.7,0.7435,1.479,0.8969,1.226,0.4541,2.422
844,not_pulled_PP,0.85,0.7619,1.444,0.9159,1.201,0.4761,2.31
844,pulled,0.25,0.8141,1.351,0.9846,1.117,0.4603,2.39
844,pulled,0.4,0.8141,1.351,0.9846,1.117,0.4603,2.39
844,pulled,0.55,0.8141,1.351,0.9846,1.117,0.4603,2.39
844,pulled,0.7,0.8141,1.351,0.9846,1.117,0.4603,2.39
844,pulled,0.85,0.8142,1.351,0.9847,1.117,0.4605,2.389
843,not_pulled_EV,0.25,0.679,1.62,0.8188,1.343,0.4026,2.732
843,not_pulled_EV,0.4,0.7073,1.555,0.8472,1.298,0.4323,2.545
843,not_pulled_EV,0.55,0.7312,1.504,0.8715,1.262,0.459,2.396
843,not_pulled_EV,0.7,0.7509,1.465,0.892,1.233,0.4802,2.291
843,not_pulled_EV,0.85,0.77,1.429,0.9116,1.207,0.5033,2.185
843,not_pulled_PP,0.25,0.6735,1.633,0.8254,1.333,0.3768,2.92
843,not_pulled_PP,0.4,0.7002,1.571,0.8526,1.29,0.4057,2.711
843,not_pulled_PP,0.55,0.7238,1.52,0.8767,1.255,0.4328,2.542
843,not_pulled_PP,0.7,0.7432,1.48,0.8967,1.227,0.4541,2.422
843,not_pulled_PP,0.85,0.7616,1.444,0.9157,1.201,0.4762,2.31
843,pulled,0.25,0.8141,1.351,0.9846,1.117,0.4606,2.388
843,pulled,0.4,0.8141,1.351,0.9846,1.117,0.4606,2.388
843,pulled,0.55,0.8141,1.351,0.9846,1.117,0.4606,2.388
843,pulled,0.7,0.8141,1.351,0.9846,1.117,0.4606,2.388
843,pulled,0.85,0.8142,1.351,0.9847,1.117,0.4607,2.387
842,not_pulled_EV,0.25,0.6786,1.621,0.8185,1.344,0.4025,2.733
842,not_pulled_EV,0.4,0.7069,1.556,0.8468,1.299,0.4322,2.545
842,not_pulled_EV,0.55,0.7309,1.505,0.8713,1.262,0.4591,2.396
842,not_pulled_EV,0.7,0.7506,1.465,0.8917,1.234,0.4802,2.291
842,not_pulled_EV,0.85,0.7697,1.429,0.9113,1.207,0.5034,2.185
842,not_pulled_PP,0.25,0.6731,1.634,0.8251,1.333,0.3767,2.92
842,not_pulled_PP,0.4,0.6998,1.572,0.8523,1.291,0.4056,2.712
842,not_pulled_PP,0.55,0.7235,1.52,0.8765,1.255,0.4328,2.541
842,not_pulled_PP,0.7,0.743,1.481,0.8965,1.227,0.4541,2.422
842,not_pulled_PP,0.85,0.7613,1.445,0.9155,1.202,0.4763,2.31
842,pulled,0.25,0.8141,1.351,0.9845,1.117,0.4608,2.387
842,pulled,0.4,0.8141,1.351,0.9845,1.117,0.4608,2.387
842,pulled,0.55,0.8141,1.351,0.9845,1.117,0.4608,2.387
842,pulled,0.7,0.8141,1.351,0.9845,1.117,0.4608,2.387
842,pulled,0.85,0.8142,1.351,0.9846,1.117,0.461,2.386
841,not_pulled_EV,0.25,0.6782,1.622,0.8181,1.345,0.4025,2.733
841,not_pulled_EV,0.4,0.7065,1.557,0.8465,1.299,0.4322,2.545
841,not_pulled_EV,0.55,0.7306,1.506,0.871,1.263,0.4591,2.396
841,not_pulled_EV,0.7,0.7503,1.466,0.8914,1.234,0.4803,2.29
841,not_pulled_EV,0.85,0.7695,1.43,0.9111,1.207,0.5035,2.185
841,not_pulled_PP,0.25,0.6727,1.635,0.8248,1.334,0.3766,2.921
841,not_pulled_PP,0.4,0.6995,1.573,0.852,1.291,0.4056,2.712
841,not_pulled_PP,0.55,0.7232,1.521,0.8762,1.255,0.4329,2.541
841,not_pulled_PP,0.7,0.7427,1.481,0.8962,1.227,0.4542,2.422
841,not_pulled_PP,0.85,0.7611,1.445,0.9153,1.202,0.4763,2.309
841,pulled,0.25,0.8141,1.351,0.9845,1.117,0.461,2.386
841,pulled,0.4,0.8141,1.351,0.9845,1.117,0.461,2.386
841,pulled,0.55,0.8141,1.351,0.9845,1.117,0.461,2.386
841,pulled,0.7,0.8141,1.351,0.9845,1.117,0.461,2.386
841,pulled,0.85,0.8142,1.351,0.9846,1.117,0.4613,2.385
840,not_pulled_EV,0.25,0.6778,1.623,0.8178,1.345,0.4024,2.734
840,not_pulled_EV,0.4,0.7061,1.558,0.8462,1.3,0.4321,2.546
840,not_pulled_EV,0.55,0.7303,1.506,0.8708,1.263,0.4591,2.396
840,not_pulled_EV,0.7,0.75,1.467,0.8912,1.234,0.4803,2.29
840,not_pulled_EV,0.85,0.7692,1.43,0.9109,1.208,0.5036,2.184
840,not_pulled_PP,0.25,0.6723,1.636,0.8245,1.334,0.3765,2.922
840,not_pulled_PP,0.4,0.6991,1.573,0.8517,1.292,0.4055,2.713
840,not_pulled_PP,0.55,0.7229,1.522,0.876,1.256,0.4329,2.541
840,not_pulled_PP,0.7,0.7424,1.482,0.896,1.228,0.4542,2.422
840,not_pulled_PP,0.85,0.7608,1.446,0.9151,1.202,0.4764,2.309
840,pulled,0.25,0.8141,1.351,0.9844,1.117,0.4613,2.385
840,pulled,0.4,0.8141,1.351,0.9844,1.117,0.4613,2.385
840,pulled,0.55,0.8141,1.351,0.9844,1.117,0.4613,2.385
840,pulled,0.7,0.8141,1.351,0.9844,1.117,0.4613,2.385
840,pulled,0.85,0.8142,1.351,0.9845,1.117,0.4615,2.384
839,not_pulled_EV,0.25,0.6773,1.624,0.8174,1.346,0.4022,2.735
839,not_pulled_EV,0.4,0.7057,1.559,0.8459,1.3,0.4319,2.547
839,not_pulled_EV,0.55,0.7299,1.507,0.8705,1.264,0.4589,2.397
839,not_pulled_EV,0.7,0.7497,1.467,0.891,1.235,0.4802,2.291
839,not_pulled_EV,0.85,0.769,1.43,0.9108,1.208,0.5035,2.185
839,not_pulled_PP,0.25,0.6718,1.637,0.8241,1.335,0.3763,2.923
839,not_pulled_PP,0.4,0.6987,1.574,0.8514,1.292,0.4053,2.714
839,not_pulled_PP,0.55,0.7225,1.522,0.8758,1.256,0.4328,2.542
839,not_pulled_PP,0.7,0.7421,1.482,0.8958,1.228,0.4541,2.422
839,not_pulled_PP,0.85,0.7606,1.446,0.915,1.202,0.4763,2.309
839,pulled,0.25,0.8141,1.351,0.9844,1.117,0.4613,2.384
839,pulled,0.4,0.8141,1.351,0.9844,1.117,0.4613,2.384
839,pulled,0.55,0.8141,1.351,0.9844,1.117,0.4613,2.384
839,pulled,0.7,0.8141,1.351,0.9844,1.117,0.4613,2.384
839,pulled,0.85,0.8142,1.351,0.9845,1.117,0.4615,2.383
838,not_pulled_EV,0.25,0.6768,1.625,0.817,1.346,0.4019,2.737
838,not_pulled_EV,0.4,0.7053,1.56,0.8456,1.301,0.4317,2.548
838,not_pulled_EV,0.55,0.7296,1.508,0.8703,1.264,0.4588,2.398
838,not_pulled_EV,0.7,0.7494,1.468,0.8909,1.235,0.4802,2.291
838,not_pulled_EV,0.85,0.7688,1.431,0.9108,1.208,0.5034,2.185
838,not_pulled_PP,0.25,0.6713,1.639,0.8237,1.335,0.376,2.925
838,not_pulled_PP,0.4,0.6983,1.575,0.8511,1.292,0.4052,2.715
838,not_pulled_PP,0.55,0.7222,1.523,0.8755,1.256,0.4326,2.543
838,not_pulled_PP,0.7,0.7418,1.483,0.8956,1.228,0.454,2.423
838,not_pulled_PP,0.85,0.7603,1.447,0.9149,1.202,0.4762,2.31
838,pulled,0.25,0.8141,1.351,0.9843,1.118,0.4614,2.384
838,pulled,0.4,0.8141,1.351,0.9843,1.118,0.4614,2.384
838,pulled,0.55,0.8141,1.351,0.9843,1.118,0.4614,2.384
838,pulled,0.7,0.8142,1.351,0.9843,1.118,0.4614,2.384
838,pulled,0.85,0.8142,1.351,0.9844,1.117,0.4616,2.383
837,not_pulled_EV,0.25,0.6763,1.626,0.8166,1.347,0.4017,2.738
837,not_pulled_EV,0.4,0.7049,1.561,0.8453,1.301,0.4315,2.549
837,not_pulled_EV,0.55,0.7292,1.508,0.87,1.264,0.4586,2.399
837,not_pulled_EV,0.7,0.7492,1.468,0.8907,1.235,0.4801,2.291
837,not_pulled_EV,0.85,0.7686,1.431,0.9107,1.208,0.5033,2.185
837,not_pulled_PP,0.25,0.6708,1.64,0.8233,1.336,0.3758,2.927
837,not_pulled_PP,0.4,0.6979,1.576,0.8509,1.293,0.405,2.716
837,not_pulled_PP,0.55,0.7218,1.524,0.8752,1.257,0.4325,2.544
837,not_pulled_PP,0.7,0.7415,1.484,0.8955,1.228,0.4539,2.423
837,not_pulled_PP,0.85,0.7601,1.447,0.9148,1.202,0.4761,2.31
837,pulled,0.25,0.8142,1.351,0.9843,1.118,0.4614,2.384
837,pulled,0.4,0.8142,1.351,0.9843,1.118,0.4614,2.384
837,pulled,0.55,0.8142,1.351,0.9843,1.118,0.4614,2.384
837,pulled,0.7,0.8142,1.351,0.9843,1.118,0.4614,2.384
837,pulled,0.85,0.8143,1.351,0.9844,1.117,0.4616,2.383
836,not_pulled_EV,0.25,0.6758,1.628,0.8162,1.348,0.4015,2.74
836,not_pulled_EV,0.4,0.7045,1.561,0.8451,1.302,0.4313,2.55
836,not_pulled_EV,0.55,0.7288,1.509,0.8698,1.265,0.4584,2.4
836,not_pulled_EV,0.7,0.7489,1.469,0.8905,1.235,0.48,2.292
836,not_pulled_EV,0.85,0.7684,1.432,0.9106,1.208,0.5032,2.186
836,not_pulled_PP,0.25,0.6703,1.641,0.8229,1.337,0.3756,2.929
836,not_pulled_PP,0.4,0.6975,1.577,0.8506,1.293,0.4048,2.717
836,not_pulled_PP,0.55,0.7214,1.525,0.875,1.257,0.4323,2.544
836,not_pulled_PP,0.7,0.7412,1.484,0.8953,1.229,0.4538,2.424
836,not_pulled_PP,0.85,0.7599,1.448,0.9147,1.203,0.476,2.311
836,pulled,0.25,0.8142,1.351,0.9842,1.118,0.4614,2.384
836,pulled,0.4,0.8142,1.351,0.9842,1.118,0.4614,2.384
836,pulled,0.55,0.8142,1.351,0.9842,1.118,0.4614,2.384
836,pulled,0.7,0.8142,1.351,0.9843,1.118,0.4615,2.384
836,pulled,0.85,0.8143,1.351,0.9843,1.118,0.4617,2.383
835,not_pulled_EV,0.25,0.6753,1.629,0.8158,1.348,0.4012,2.742
835,not_pulled_EV,0.4,0.704,1.562,0.8448,1.302,0.4311,2.551
835,not_pulled_EV,0.55,0.7285,1.51,0.8695,1.265,0.4582,2.4
835,not_pulled_EV,0.7,0.7486,1.469,0.8903,1.236,0.4799,2.292
835,not_pulled_EV,0.85,0.7682,1.432,0.9105,1.208,0.5031,2.186
835,not_pulled_PP,0.25,0.6698,1.642,0.8225,1.337,0.3753,2.931
835,not_pulled_PP,0.4,0.6971,1.578,0.8503,1.294,0.4047,2.718
835,not_pulled_PP,0.55,0.7211,1.526,0.8748,1.258,0.4322,2.545
835,not_pulled_PP,0.7,0.7409,1.485,0.8951,1.229,0.4537,2.424
835,not_pulled_PP,0.85,0.7597,1.448,0.9146,1.203,0.4759,2.311
835,pulled,0.25,0.8142,1.351,0.9842,1.118,0.4615,2.384
835,pulled,0.4,0.8142,1.351,0.9842,1.118,0.4615,2.384
835,pulled,0.55,0.8142,1.351,0.9842,1.118,0.4615,2.384
835,pulled,0.7,0.8142,1.351,0.9842,1.118,0.4615,2.384
835,pulled,0.85,0.8143,1.351,0.9843,1.118,0.4617,2.382
834,not_pulled_EV,0.25,0.6748,1.63,0.8154,1.349,0.401,2.743
834,not_pulled_EV,0.4,0.7036,1.563,0.8445,1.303,0.4309,2.553
834,not_pulled_EV,0.55,0.7281,1.511,0.8692,1.265,0.4581,2.401
834,not_pulled_EV,0.7,0.7484,1.47,0.8901,1.236,0.4799,2.292
834,not_pulled_EV,0.85,0.768,1.432,0.9105,1.208,0.5031,2.187
834,not_pulled_PP,0.25,0.6693,1.644,0.8221,1.338,0.3751,2.933
834,not_pulled_PP,0.4,0.6967,1.579,0.85,1.294,0.4045,2.719
834,not_pulled_PP,0.55,0.7207,1.526,0.8745,1.258,0.432,2.546
834,not_pulled_PP,0.7,0.7406,1.485,0.8949,1.229,0.4537,2.425
834,not_pulled_PP,0.85,0.7594,1.448,0.9145,1.203,0.4758,2.312
834,pulled,0.25,0.8142,1.351,0.9842,1.118,0.4615,2.383
834,pulled,0.4,0.8142,1.351,0.9842,1.118,0.4615,2.383
834,pulled,0.55,0.8142,1.351,0.9842,1.118,0.4615,2.383
834,pulled,0.7,0.8143,1.351,0.9842,1.118,0.4615,2.383
834,pulled,0.85,0.8143,1.351,0.9843,1.118,0.4618,2.382
833,not_pulled_EV,0.25,0.6743,1.631,0.815,1.35,0.4008,2.745
833,not_pulled_EV,0.4,0.7032,1.564,0.8442,1.303,0.4307,2.554
833,not_pulled_EV,0.55,0.7277,1.512,0.869,1.266,0.4579,2.402
833,not_pulled_EV,0.7,0.7481,1.47,0.89,1.236,0.4798,2.293
833,not_pulled_EV,0.85,0.7678,1.433,0.9104,1.208,0.503,2.187
833,not_pulled_PP,0.25,0.6688,1.645,0.8217,1.339,0.3749,2.934
833,not_pulled_PP,0.4,0.6963,1.58,0.8498,1.294,0.4043,2.72
833,not_pulled_PP,0.55,0.7203,1.527,0.8742,1.258,0.4319,2.547
833,not_pulled_PP,0.7,0.7403,1.486,0.8947,1.229,0.4536,2.425
833,not_pulled_PP,0.85,0.7592,1.449,0.9144,1.203,0.4757,2.312
833,pulled,0.25,0.8142,1.351,0.9841,1.118,0.4615,2.383
833,pulled,0.4,0.8142,1.351,0.9841,1.118,0.4615,2.383
833,pulled,0.55,0.8142,1.351,0.9841,1.118,0.4615,2.383
833,pulled,0.7,0.8143,1.351,0.9842,1.118,0.4616,2.383
833,pulled,0.85,0.8143,1.351,0.9842,1.118,0.4618,2.382
832,not_pulled_EV,0.25,0.6738,1.632,0.8146,1.35,0.4005,2.746
832,not_pulled_EV,0.4,0.7028,1.565,0.8439,1.303,0.4305,2.555
832,not_pulled_EV,0.55,0.7274,1.512,0.8687,1.266,0.4577,2.403
832,not_pulled_EV,0.7,0.7478,1.471,0.8898,1.236,0.4797,2.293
832,not_pulled_EV,0.85,0.7676,1.433,0.9103,1.208,0.5029,2.187
832,not_pulled_PP,0.25,0.6683,1.646,0.8213,1.339,0.3746,2.936
832,not_pulled_PP,0.4,0.6959,1.581,0.8495,1.295,0.4042,2.722
832,not_pulled_PP,0.55,0.72,1.528,0.874,1.259,0.4317,2.548
832,not_pulled_PP,0.7,0.74,1.487,0.8946,1.23,0.4535,2.426
832,not_pulled_PP,0.85,0.759,1.449,0.9143,1.203,0.4756,2.313
832,pulled,0.25,0.8143,1.351,0.9841,1.118,0.4616,2.383
832,pulled,0.4,0.8143,1.351,0.9841,1.118,0.4616,2.383
832,pulled,0.55,0.8143,1.351,0.9841,1.118,0.4616,2.383
832,pulled,0.7,0.8143,1.351,0.9841,1.118,0.4616,2.383
832,pulled,0.85,0.8144,1.351,0.9842,1.118,0.4619,2.382
831,not_pulled_EV,0.25,0.6733,1.634,0.8142,1.351,0.4003,2.748
831,not_pulled_EV,0.4,0.7024,1.566,0.8436,1.304,0.4303,2.556
831,not_pulled_EV,0.55,0.727,1.513,0.8685,1.267,0.4576,2.404
831,not_pulled_EV,0.7,0.7475,1.472,0.8896,1.236,0.4797,2.293
831,not_pulled_EV,0.85,0.7674,1.433,0.9103,1.208,0.5028,2.188
831,not_pulled_PP,0.25,0.6678,1.647,0.8209,1.34,0.3744,2.938
831,not_pulled_PP,0.4,0.6955,1.582,0.8492,1.295,0.404,2.723
831,not_pulled_PP,0.55,0.7196,1.529,0.8738,1.259,0.4316,2.549
831,not_pulled_PP,0.7,0.7397,1.487,0.8944,1.23,0.4534,2.426
831,not_pulled_PP,0.85,0.7587,1.45,0.9142,1.203,0.4755,2.313
831,pulled,0.25,0.8143,1.351,0.984,1.118,0.4616,2.383
831,pulled,0.4,0.8143,1.351,0.984,1.118,0.4616,2.383
831,pulled,0.55,0.8143,1.351,0.984,1.118,0.4616,2.383
831,pulled,0.7,0.8143,1.351,0.9841,1.118,0.4617,2.383
831,pulled,0.85,0.8144,1.351,0.9841,1.118,0.4619,2.381
830,not_pulled_EV,0.25,0.6728,1.635,0.8138,1.352,0.4001,2.75
830,not_pulled_EV,0.4,0.702,1.567,0.8434,1.304,0.4302,2.557
830,not_pulled_EV,0.55,0.7267,1.514,0.8682,1.267,0.4574,2.405
830,not_pulled_EV,0.7,0.7472,1.472,0.8895,1.237,0.4796,2.294
830,not_pulled_EV,0.85,0.7672,1.434,0.9102,1.209,0.5027,2.188
830,not_pulled_PP,0.25,0.6673,1.649,0.8205,1.341,0.3741,2.94
830,not_pulled_PP,0.4,0.6951,1.583,0.8489,1.296,0.4039,2.724
830,not_pulled_PP,0.55,0.7192,1.529,0.8735,1.259,0.4315,2.55
830,not_pulled_PP,0.7,0.7393,1.488,0.8942,1.23,0.4533,2.427
830,not_pulled_PP,0.85,0.7585,1.45,0.9142,1.203,0.4754,2.314
830,pulled,0.25,0.8143,1.351,0.984,1.118,0.4617,2.383
830,pulled,0.4,0.8143,1.351,0.984,1.118,0.4617,2.383
830,pulled,0.55,0.8143,1.351,0.984,1.118,0.4617,2.383
830,pulled,0.7,0.8144,1.351,0.9841,1.118,0.4617,2.382
830,pulled,0.85,0.8144,1.351,0.9841,1.118,0.4619,2.381
829,not_pulled_EV,0.25,0.6724,1.636,0.8134,1.352,0.3998,2.751
829,not_pulled_EV,0.4,0.7016,1.568,0.8431,1.305,0.43,2.558
829,not_pulled_EV,0.55,0.7263,1.515,0.8679,1.267,0.4572,2.406
829,not_pulled_EV,0.7,0.747,1.473,0.8893,1.237,0.4795,2.294
829,not_pulled_EV,0.85,0.7671,1.434,0.9101,1.209,0.5026,2.189
829,not_pulled_PP,0.25,0.6667,1.65,0.8201,1.341,0.3739,2.942
829,not_pulled_PP,0.4,0.6947,1.583,0.8487,1.296,0.4037,2.725
829,not_pulled_PP,0.55,0.7189,1.53,0.8732,1.26,0.4313,2.55
829,not_pulled_PP,0.7,0.739,1.488,0.894,1.23,0.4532,2.427
829,not_pulled_PP,0.85,0.7583,1.451,0.9141,1.203,0.4753,2.314
829,pulled,0.25,0.8143,1.351,0.984,1.118,0.4617,2.383
829,pulled,0.4,0.8143,1.351,0.984,1.118,0.4617,2.383
829,pulled,0.55,0.8143,1.351,0.984,1.118,0.4617,2.383
829,pulled,0.7,0.8144,1.351,0.984,1.118,0.4617,2.382
829,pulled,0.85,0.8144,1.351,0.9841,1.118,0.462,2.381
828,not_pulled_EV,0.25,0.6719,1.637,0.813,1.353,0.3996,2.753
828,not_pulled_EV,0.4,0.7012,1.569,0.8428,1.305,0.4298,2.56
828,not_pulled_EV,0.55,0.7259,1.515,0.8677,1.268,0.4571,2.407
828,not_pulled_EV,0.7,0.7467,1.473,0.8891,1.237,0.4795,2.294
828,not_pulled_EV,0.85,0.7669,1.434,0.9101,1.209,0.5025,2.189
828,not_pulled_PP,0.25,0.6662,1.651,0.8197,1.342,0.3737,2.944
828,not_pulled_PP,0.4,0.6943,1.584,0.8484,1.297,0.4035,2.726
828,not_pulled_PP,0.55,0.7185,1.531,0.873,1.26,0.4312,2.551
828,not_pulled_PP,0.7,0.7387,1.489,0.8938,1.231,0.4531,2.428
828,not_pulled_PP,0.85,0.758,1.451,0.914,1.204,0.4752,2.315
828,pulled,0.25,0.8143,1.351,0.9839,1.118,0.4617,2.382
828,pulled,0.4,0.8143,1.351,0.9839,1.118,0.4617,2.382
828,pulled,0.55,0.8143,1.351,0.9839,1.118,0.4617,2.382
828,pulled,0.7,0.8144,1.351,0.984,1.118,0.4618,2.382
828,pulled,0.85,0.8144,1.351,0.984,1.118,0.462,2.381
827,not_pulled_EV,0.25,0.6714,1.638,0.8126,1.354,0.3993,2.755
827,not_pulled_EV,0.4,0.7008,1.57,0.8425,1.306,0.4296,2.561
827,not_pulled_EV,0.55,0.7256,1.516,0.8674,1.268,0.4569,2.408
827,not_pulled_EV,0.7,0.7464,1.474,0.8889,1.237,0.4794,2.295
827,not_pulled_EV,0.85,0.7667,1.435,0.91,1.209,0.5024,2.189
827,not_pulled_PP,0.25,0.6657,1.652,0.8193,1.343,0.3734,2.946
827,not_pulled_PP,0.4,0.6939,1.585,0.8481,1.297,0.4034,2.727
827,not_pulled_PP,0.55,0.7182,1.532,0.8728,1.26,0.431,2.552
827,not_pulled_PP,0.7,0.7384,1.49,0.8937,1.231,0.453,2.428
827,not_pulled_PP,0.85,0.7578,1.452,0.9139,1.204,0.4751,2.315
827,pulled,0.25,0.8144,1.351,0.9839,1.118,0.4618,2.382
827,pulled,0.4,0.8144,1.351,0.9839,1.118,0.4618,2.382
827,pulled,0.55,0.8144,1.351,0.9839,1.118,0.4618,2.382
827,pulled,0.7,0.8144,1.351,0.9839,1.118,0.4618,2.382
827,pulled,0.85,0.8145,1.351,0.984,1.118,0.4621,2.381
826,not_pulled_EV,0.25,0.6709,1.64,0.8122,1.354,0.3991,2.756
826,not_pulled_EV,0.4,0.7004,1.571,0.8422,1.306,0.4294,2.562
826,not_pulled_EV,0.55,0.7252,1.517,0.8672,1.269,0.4567,2.408
826,not_pulled_EV,0.7,0.7462,1.474,0.8888,1.238,0.4793,2.295
826,not_pulled_EV,0.85,0.7665,1.435,0.9099,1.209,0.5023,2.19
826,not_pulled_PP,0.25,0.6652,1.654,0.8189,1.343,0.3732,2.947
826,not_pulled_PP,0.4,0.6935,1.586,0.8478,1.297,0.4032,2.728
826,not_pulled_PP,0.55,0.7178,1.532,0.8725,1.261,0.4309,2.553
826,not_pulled_PP,0.7,0.7381,1.49,0.8935,1.231,0.4529,2.429
826,not_pulled_PP,0.85,0.7576,1.452,0.9138,1.204,0.475,2.316
826,pulled,0.25,0.8144,1.351,0.9838,1.118,0.4618,2.382
