R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
900,not_pulled_EV,0.25,0.7047,1.561,0.8264,1.331,0.4239,2.595
900,not_pulled_EV,0.4,0.7315,1.504,0.852,1.291,0.4566,2.409
900,not_pulled_EV,0.55,0.7542,1.458,0.8738,1.259,0.4855,2.266
900,not_pulled_EV,0.7,0.7782,1.414,0.8958,1.228,0.5159,2.132
900,not_pulled_EV,0.85,0.7995,1.376,0.9157,1.201,0.545,2.018
900,not_pulled_PP,0.25,0.6932,1.587,0.8253,1.333,0.4012,2.742
900,not_pulled_PP,0.4,0.7208,1.526,0.8515,1.292,0.4346,2.531
900,not_pulled_PP,0.55,0.7439,1.479,0.8735,1.259,0.4638,2.372
900,not_pulled_PP,0.7,0.7679,1.432,0.8955,1.228,0.4938,2.228
900,not_pulled_PP,0.85,0.7897,1.393,0.9158,1.201,0.5232,2.102
900,pulled,0.25,0.9909,1.11,0.9996,1.1,0.8441,1.303
900,pulled,0.4,0.9909,1.11,0.9996,1.1,0.8441,1.303
900,pulled,0.55,0.9909,1.11,0.9996,1.1,0.8441,1.303
900,pulled,0.7,0.9909,1.11,0.9996,1.1,0.8441,1.303
900,pulled,0.85,0.9909,1.11,0.9996,1.1,0.8442,1.303
899,not_pulled_EV,0.25,0.7044,1.562,0.8261,1.332,0.4237,2.596
899,not_pulled_EV,0.4,0.7312,1.504,0.8518,1.291,0.4565,2.41
899,not_pulled_EV,0.55,0.7541,1.459,0.8737,1.259,0.4855,2.265
899,not_pulled_EV,0.7,0.7781,1.414,0.8957,1.228,0.5159,2.132
899,not_pulled_EV,0.85,0.7994,1.376,0.9156,1.201,0.545,2.018
899,not_pulled_PP,0.25,0.6928,1.588,0.825,1.333,0.401,2.743
899,not_pulled_PP,0.4,0.7205,1.527,0.8513,1.292,0.4345,2.532
899,not_pulled_PP,0.55,0.7437,1.479,0.8733,1.26,0.4638,2.372
899,not_pulled_PP,0.7,0.7677,1.433,0.8954,1.229,0.4938,2.228
899,not_pulled_PP,0.85,0.7895,1.393,0.9157,1.201,0.5232,2.103
899,pulled,0.25,0.9909,1.11,0.9996,1.1,0.8441,1.303
899,pulled,0.4,0.9909,1.11,0.9996,1.1,0.8441,1.303
899,pulled,0.55,0.9909,1.11,0.9996,1.1,0.8441,1.303
899,pulled,0.7,0.9909,1.11,0.9996,1.1,0.8441,1.303
899,pulled,0.85,0.9909,1.11,0.9996,1.1,0.8442,1.303
898,not_pulled_EV,0.25,0.704,1.562,0.8258,1.332,0.4236,2.597
898,not_pulled_EV,0.4,0.731,1.505,0.8515,1.292,0.4564,2.41
898,not_pulled_EV,0.55,0.7539,1.459,0.8735,1.259,0.4856,2.265
898,not_pulled_EV,0.7,0.7779,1.414,0.8956,1.228,0.516,2.132
898,not_pulled_EV,0.85,0.7993,1.376,0.9155,1.202,0.545,2.018
898,not_pulled_PP,0.25,0.6925,1.588,0.8248,1.334,0.4009,2.744
898,not_pulled_PP,0.4,0.7202,1.527,0.851,1.293,0.4344,2.532
898,not_pulled_PP,0.55,0.7435,1.479,0.8732,1.26,0.4638,2.371
898,not_pulled_PP,0.7,0.7675,1.433,0.8952,1.229,0.4938,2.227
898,not_pulled_PP,0.85,0.7894,1.394,0.9155,1.201,0.5232,2.103
898,pulled,0.25,0.9908,1.11,0.9996,1.1,0.844,1.303
898,pulled,0.4,0.9908,1.11,0.9996,1.1,0.844,1.303
898,pulled,0.55,0.9908,1.11,0.9996,1.1,0.844,1.303
898,pulled,0.7,0.9908,1.11,0.9996,1.1,0.844,1.303
898,pulled,0.85,0.9908,1.11,0.9996,1.1,0.8441,1.303
897,not_pulled_EV,0.25,0.7037,1.563,0.8256,1.332,0.4234,2.598
897,not_pulled_EV,0.4,0.7307,1.505,0.8513,1.292,0.4563,2.41
897,not_pulled_EV,0.55,0.7538,1.459,0.8734,1.259,0.4856,2.265
897,not_pulled_EV,0.7,0.7778,1.414,0.8954,1.228,0.516,2.132
897,not_pulled_EV,0.85,0.7992,1.376,0.9154,1.202,0.545,2.018
897,not_pulled_PP,0.25,0.6921,1.589,0.8245,1.334,0.4007,2.745
897,not_pulled_PP,0.4,0.7199,1.528,0.8508,1.293,0.4343,2.533
897,not_pulled_PP,0.55,0.7433,1.48,0.873,1.26,0.4639,2.371
897,not_pulled_PP,0.7,0.7674,1.433,0.8951,1.229,0.4938,2.227
897,not_pulled_PP,0.85,0.7892,1.394,0.9154,1.202,0.5231,2.103
897,pulled,0.25,0.9908,1.11,0.9996,1.1,0.844,1.303
897,pulled,0.4,0.9908,1.11,0.9996,1.1,0.844,1.303
897,pulled,0.55,0.9908,1.11,0.9996,1.1,0.844,1.303
897,pulled,0.7,0.9908,1.11,0.9996,1.1,0.844,1.303
897,pulled,0.85,0.9908,1.11,0.9996,1.1,0.8441,1.303
896,not_pulled_EV,0.25,0.7034,1.564,0.8253,1.333,0.4232,2.599
896,not_pulled_EV,0.4,0.7305,1.506,0.8511,1.292,0.4563,2.411
896,not_pulled_EV,0.55,0.7537,1.46,0.8732,1.26,0.4857,2.265
896,not_pulled_EV,0.7,0.7777,1.414,0.8953,1.229,0.5161,2.132
896,not_pulled_EV,0.85,0.7991,1.377,0.9152,1.202,0.545,2.018
896,not_pulled_PP,0.25,0.6918,1.59,0.8242,1.335,0.4005,2.746
896,not_pulled_PP,0.4,0.7196,1.529,0.8506,1.293,0.4342,2.533
896,not_pulled_PP,0.55,0.7431,1.48,0.8729,1.26,0.4639,2.371
896,not_pulled_PP,0.7,0.7672,1.434,0.895,1.229,0.4939,2.227
896,not_pulled_PP,0.85,0.789,1.394,0.9153,1.202,0.5231,2.103
896,pulled,0.25,0.9908,1.11,0.9996,1.1,0.844,1.303
896,pulled,0.4,0.9908,1.11,0.9996,1.1,0.844,1.303
896,pulled,0.55,0.9908,1.11,0.9996,1.1,0.844,1.303
896,pulled,0.7,0.9908,1.11,0.9996,1.1,0.844,1.303
896,pulled,0.85,0.9908,1.11,0.9996,1.1,0.8441,1.303
895,not_pulled_EV,0.25,0.703,1.565,0.825,1.333,0.4231,2.6
895,not_pulled_EV,0.4,0.7302,1.506,0.8508,1.293,0.4562,2.411
895,not_pulled_EV,0.55,0.7535,1.46,0.8731,1.26,0.4858,2.265
895,not_pulled_EV,0.7,0.7775,1.415,0.8952,1.229,0.5161,2.131
895,not_pulled_EV,0.85,0.799,1.377,0.9151,1.202,0.545,2.018
895,not_pulled_PP,0.25,0.6914,1.591,0.8239,1.335,0.4003,2.748
895,not_pulled_PP,0.4,0.7193,1.529,0.8503,1.294,0.4341,2.534
895,not_pulled_PP,0.55,0.7429,1.481,0.8727,1.26,0.4639,2.371
895,not_pulled_PP,0.7,0.767,1.434,0.8948,1.229,0.4939,2.227
895,not_pulled_PP,0.85,0.7888,1.394,0.9151,1.202,0.5231,2.103
895,pulled,0.25,0.9907,1.11,0.9996,1.1,0.844,1.303
895,pulled,0.4,0.9907,1.11,0.9996,1.1,0.844,1.303
895,pulled,0.55,0.9907,1.11,0.9996,1.1,0.844,1.303
895,pulled,0.7,0.9907,1.11,0.9996,1.1,0.844,1.303
895,pulled,0.85,0.9907,1.11,0.9996,1.1,0.844,1.303
894,not_pulled_EV,0.25,0.7027,1.565,0.8247,1.334,0.4229,2.601
894,not_pulled_EV,0.4,0.7299,1.507,0.8506,1.293,0.4561,2.412
894,not_pulled_EV,0.55,0.7534,1.46,0.873,1.26,0.4858,2.264
894,not_pulled_EV,0.7,0.7774,1.415,0.8951,1.229,0.5161,2.131
894,not_pulled_EV,0.85,0.7989,1.377,0.915,1.202,0.545,2.018
894,not_pulled_PP,0.25,0.691,1.592,0.8237,1.335,0.4002,2.749
894,not_pulled_PP,0.4,0.719,1.53,0.8501,1.294,0.434,2.534
894,not_pulled_PP,0.55,0.7427,1.481,0.8726,1.261,0.4639,2.371
894,not_pulled_PP,0.7,0.7668,1.434,0.8947,1.229,0.4939,2.227
894,not_pulled_PP,0.85,0.7887,1.395,0.915,1.202,0.5231,2.103
894,pulled,0.25,0.9907,1.11,0.9996,1.1,0.8439,1.303
894,pulled,0.4,0.9907,1.11,0.9996,1.1,0.8439,1.303
894,pulled,0.55,0.9907,1.11,0.9996,1.1,0.8439,1.303
894,pulled,0.7,0.9907,1.11,0.9996,1.1,0.8439,1.303
894,pulled,0.85,0.9907,1.11,0.9996,1.1,0.844,1.303
893,not_pulled_EV,0.25,0.7024,1.566,0.8244,1.334,0.4227,2.602
893,not_pulled_EV,0.4,0.7297,1.508,0.8504,1.294,0.456,2.412
893,not_pulled_EV,0.55,0.7533,1.46,0.8728,1.26,0.4859,2.264
893,not_pulled_EV,0.7,0.7773,1.415,0.8949,1.229,0.5162,2.131
893,not_pulled_EV,0.85,0.7988,1.377,0.9149,1.202,0.545,2.018
893,not_pulled_PP,0.25,0.6907,1.593,0.8234,1.336,0.4,2.75
893,not_pulled_PP,0.4,0.7187,1.531,0.8499,1.294,0.4339,2.535
893,not_pulled_PP,0.55,0.7425,1.481,0.8724,1.261,0.464,2.371
893,not_pulled_PP,0.7,0.7666,1.435,0.8946,1.23,0.4939,2.227
893,not_pulled_PP,0.85,0.7885,1.395,0.9149,1.202,0.523,2.103
893,pulled,0.25,0.9907,1.11,0.9996,1.1,0.8439,1.303
893,pulled,0.4,0.9907,1.11,0.9996,1.1,0.8439,1.303
893,pulled,0.55,0.9907,1.11,0.9996,1.1,0.8439,1.303
893,pulled,0.7,0.9907,1.11,0.9996,1.1,0.8439,1.303
893,pulled,0.85,0.9907,1.11,0.9996,1.1,0.844,1.303
892,not_pulled_EV,0.25,0.702,1.567,0.8242,1.335,0.4226,2.603
892,not_pulled_EV,0.4,0.7294,1.508,0.8502,1.294,0.4559,2.413
892,not_pulled_EV,0.55,0.7531,1.461,0.8727,1.26,0.4859,2.264
892,not_pulled_EV,0.7,0.7772,1.415,0.8948,1.229,0.5162,2.131
892,not_pulled_EV,0.85,0.7987,1.377,0.9148,1.202,0.545,2.018
892,not_pulled_PP,0.25,0.6903,1.593,0.8231,1.336,0.3998,2.751
892,not_pulled_PP,0.4,0.7184,1.531,0.8496,1.295,0.4338,2.535
892,not_pulled_PP,0.55,0.7423,1.482,0.8723,1.261,0.464,2.371
892,not_pulled_PP,0.7,0.7665,1.435,0.8944,1.23,0.4939,2.227
892,not_pulled_PP,0.85,0.7883,1.395,0.9147,1.203,0.523,2.103
892,pulled,0.25,0.9906,1.11,0.9996,1.1,0.8439,1.303
892,pulled,0.4,0.9906,1.11,0.9996,1.1,0.8439,1.303
892,pulled,0.55,0.9906,1.11,0.9996,1.1,0.8439,1.303
892,pulled,0.7,0.9906,1.11,0.9996,1.1,0.8439,1.303
892,pulled,0.85,0.9906,1.11,0.9996,1.1,0.844,1.303
891,not_pulled_EV,0.25,0.7017,1.568,0.8239,1.335,0.4224,2.604
891,not_pulled_EV,0.4,0.7292,1.509,0.8499,1.294,0.4558,2.413
891,not_pulled_EV,0.55,0.753,1.461,0.8725,1.261,0.4859,2.264
891,not_pulled_EV,0.7,0.777,1.416,0.8947,1.229,0.5163,2.131
891,not_pulled_EV,0.85,0.7986,1.377,0.9147,1.203,0.545,2.018
891,not_pulled_PP,0.25,0.69,1.594,0.8229,1.337,0.3997,2.752
891,not_pulled_PP,0.4,0.7181,1.532,0.8494,1.295,0.4337,2.536
891,not_pulled_PP,0.55,0.7421,1.482,0.8721,1.261,0.464,2.371
891,not_pulled_PP,0.7,0.7663,1.436,0.8943,1.23,0.4939,2.227
891,not_pulled_PP,0.85,0.7882,1.396,0.9146,1.203,0.523,2.103
891,pulled,0.25,0.9906,1.11,0.9996,1.1,0.8439,1.304
891,pulled,0.4,0.9906,1.11,0.9996,1.1,0.8439,1.304
891,pulled,0.55,0.9906,1.11,0.9996,1.1,0.8439,1.304
891,pulled,0.7,0.9906,1.11,0.9996,1.1,0.8439,1.304
891,pulled,0.85,0.9906,1.11,0.9996,1.1,0.8439,1.303
890,not_pulled_EV,0.25,0.7013,1.568,0.8236,1.336,0.4223,2.605
890,not_pulled_EV,0.4,0.7289,1.509,0.8497,1.295,0.4557,2.414
890,not_pulled_EV,0.55,0.7529,1.461,0.8724,1.261,0.486,2.263
890,not_pulled_EV,0.7,0.7769,1.416,0.8945,1.23,0.5163,2.131
890,not_pulled_EV,0.85,0.7984,1.378,0.9145,1.203,0.545,2.018
890,not_pulled_PP,0.25,0.6896,1.595,0.8226,1.337,0.3995,2.753
890,not_pulled_PP,0.4,0.7178,1.532,0.8492,1.295,0.4336,2.537
890,not_pulled_PP,0.55,0.7419,1.483,0.872,1.262,0.464,2.37
890,not_pulled_PP,0.7,0.7661,1.436,0.8942,1.23,0.494,2.227
890,not_pulled_PP,0.85,0.788,1.396,0.9144,1.203,0.523,2.103
890,pulled,0.25,0.9906,1.11,0.9996,1.1,0.8438,1.304
890,pulled,0.4,0.9906,1.11,0.9996,1.1,0.8438,1.304
890,pulled,0.55,0.9906,1.11,0.9996,1.1,0.8438,1.304
890,pulled,0.7,0.9906,1.11,0.9996,1.1,0.8438,1.304
890,pulled,0.85,0.9906,1.11,0.9996,1.1,0.8439,1.303
889,not_pulled_EV,0.25,0.701,1.569,0.8233,1.336,0.4221,2.606
889,not_pulled_EV,0.4,0.7286,1.51,0.8495,1.295,0.4557,2.414
889,not_pulled_EV,0.55,0.7527,1.461,0.8723,1.261,0.486,2.263
889,not_pulled_EV,0.7,0.7768,1.416,0.8944,1.23,0.5163,2.13
889,not_pulled_EV,0.85,0.7983,1.378,0.9144,1.203,0.545,2.018
889,not_pulled_PP,0.25,0.6892,1.596,0.8223,1.338,0.3993,2.755
889,not_pulled_PP,0.4,0.7175,1.533,0.8489,1.296,0.4336,2.537
889,not_pulled_PP,0.55,0.7418,1.483,0.8718,1.262,0.4641,2.37
889,not_pulled_PP,0.7,0.7659,1.436,0.894,1.23,0.494,2.227
889,not_pulled_PP,0.85,0.7878,1.396,0.9143,1.203,0.5229,2.104
889,pulled,0.25,0.9905,1.111,0.9996,1.1,0.8438,1.304
889,pulled,0.4,0.9905,1.111,0.9996,1.1,0.8438,1.304
889,pulled,0.55,0.9905,1.111,0.9996,1.1,0.8438,1.304
889,pulled,0.7,0.9905,1.111,0.9996,1.1,0.8438,1.304
889,pulled,0.85,0.9905,1.111,0.9996,1.1,0.8439,1.304
888,not_pulled_EV,0.25,0.7007,1.57,0.823,1.337,0.4219,2.607
888,not_pulled_EV,0.4,0.7284,1.51,0.8492,1.295,0.4556,2.415
888,not_pulled_EV,0.55,0.7526,1.462,0.8721,1.261,0.4861,2.263
888,not_pulled_EV,0.7,0.7766,1.416,0.8943,1.23,0.5164,2.13
888,not_pulled_EV,0.85,0.7982,1.378,0.9143,1.203,0.545,2.018
888,not_pulled_PP,0.25,0.6889,1.597,0.8221,1.338,0.3992,2.756
888,not_pulled_PP,0.4,0.7172,1.534,0.8487,1.296,0.4335,2.538
888,not_pulled_PP,0.55,0.7416,1.483,0.8716,1.262,0.4641,2.37
888,not_pulled_PP,0.7,0.7657,1.437,0.8939,1.231,0.494,2.227
888,not_pulled_PP,0.85,0.7877,1.397,0.9142,1.203,0.5229,2.104
888,pulled,0.25,0.9905,1.111,0.9996,1.1,0.8438,1.304
888,pulled,0.4,0.9905,1.111,0.9996,1.1,0.8438,1.304
888,pulled,0.55,0.9905,1.111,0.9996,1.1,0.8438,1.304
888,pulled,0.7,0.9905,1.111,0.9996,1.1,0.8438,1.304
888,pulled,0.85,0.9905,1.111,0.9996,1.1,0.8438,1.304
887,not_pulled_EV,0.25,0.7003,1.571,0.8228,1.337,0.4218,2.608
887,not_pulled_EV,0.4,0.7281,1.511,0.849,1.296,0.4555,2.415
887,not_pulled_EV,0.55,0.7524,1.462,0.872,1.261,0.4861,2.263
887,not_pulled_EV,0.7,0.7765,1.417,0.8942,1.23,0.5164,2.13
887,not_pulled_EV,0.85,0.7981,1.378,0.9142,1.203,0.545,2.018
887,not_pulled_PP,0.25,0.6885,1.598,0.8218,1.339,0.399,2.757
887,not_pulled_PP,0.4,0.7169,1.534,0.8484,1.296,0.4334,2.538
887,not_pulled_PP,0.55,0.7414,1.484,0.8715,1.262,0.4641,2.37
887,not_pulled_PP,0.7,0.7656,1.437,0.8937,1.231,0.494,2.227
887,not_pulled_PP,0.85,0.7875,1.397,0.914,1.203,0.5229,2.104
887,pulled,0.25,0.9904,1.111,0.9996,1.1,0.8438,1.304
887,pulled,0.4,0.9904,1.111,0.9996,1.1,0.8438,1.304
887,pulled,0.55,0.9904,1.111,0.9996,1.1,0.8438,1.304
887,pulled,0.7,0.9904,1.111,0.9996,1.1,0.8438,1.304
887,pulled,0.85,0.9904,1.111,0.9996,1.1,0.8438,1.304
886,not_pulled_EV,0.25,0.7,1.571,0.8225,1.337,0.4216,2.609
886,not_pulled_EV,0.4,0.7279,1.511,0.8488,1.296,0.4554,2.415
886,not_pulled_EV,0.55,0.7523,1.462,0.8718,1.262,0.4862,2.262
886,not_pulled_EV,0.7,0.7764,1.417,0.8941,1.23,0.5165,2.13
886,not_pulled_EV,0.85,0.798,1.378,0.9141,1.203,0.545,2.018
886,not_pulled_PP,0.25,0.6882,1.598,0.8215,1.339,0.3988,2.758
886,not_pulled_PP,0.4,0.7166,1.535,0.8482,1.297,0.4333,2.539
886,not_pulled_PP,0.55,0.7412,1.484,0.8713,1.262,0.4642,2.37
886,not_pulled_PP,0.7,0.7654,1.437,0.8936,1.231,0.494,2.227
886,not_pulled_PP,0.85,0.7873,1.397,0.9139,1.204,0.5229,2.104
886,pulled,0.25,0.9904,1.111,0.9996,1.1,0.8438,1.304
886,pulled,0.4,0.9904,1.111,0.9996,1.1,0.8438,1.304
886,pulled,0.55,0.9904,1.111,0.9996,1.1,0.8438,1.304
886,pulled,0.7,0.9904,1.111,0.9996,1.1,0.8438,1.304
886,pulled,0.85,0.9904,1.111,0.9996,1.1,0.8438,1.304
885,not_pulled_EV,0.25,0.6997,1.572,0.8222,1.338,0.4214,2.61
885,not_pulled_EV,0.4,0.7276,1.512,0.8486,1.296,0.4553,2.416
885,not_pulled_EV,0.55,0.7522,1.462,0.8717,1.262,0.4862,2.262
885,not_pulled_EV,0.7,0.7762,1.417,0.8939,1.231,0.5165,2.13
885,not_pulled_EV,0.85,0.7979,1.379,0.914,1.204,0.545,2.018
885,not_pulled_PP,0.25,0.6878,1.599,0.8213,1.339,0.3987,2.759
885,not_pulled_PP,0.4,0.7163,1.536,0.848,1.297,0.4332,2.539
885,not_pulled_PP,0.55,0.741,1.485,0.8712,1.263,0.4642,2.37
885,not_pulled_PP,0.7,0.7652,1.438,0.8935,1.231,0.494,2.227
885,not_pulled_PP,0.85,0.7872,1.397,0.9138,1.204,0.5228,2.104
885,pulled,0.25,0.9904,1.111,0.9996,1.1,0.8437,1.304
885,pulled,0.4,0.9904,1.111,0.9996,1.1,0.8437,1.304
885,pulled,0.55,0.9904,1.111,0.9996,1.1,0.8437,1.304
885,pulled,0.7,0.9904,1.111,0.9996,1.1,0.8437,1.304
885,pulled,0.85,0.9904,1.111,0.9996,1.1,0.8438,1.304
884,not_pulled_EV,0.25,0.6993,1.573,0.8219,1.338,0.4213,2.611
884,not_pulled_EV,0.4,0.7273,1.512,0.8483,1.297,0.4552,2.416
884,not_pulled_EV,0.55,0.752,1.463,0.8716,1.262,0.4863,2.262
884,not_pulled_EV,0.7,0.7761,1.417,0.8938,1.231,0.5165,2.13
884,not_pulled_EV,0.85,0.7978,1.379,0.9139,1.204,0.545,2.018
884,not_pulled_PP,0.25,0.6874,1.6,0.821,1.34,0.3985,2.76
884,not_pulled_PP,0.4,0.716,1.536,0.8477,1.298,0.4331,2.54
884,not_pulled_PP,0.55,0.7408,1.485,0.871,1.263,0.4642,2.37
884,not_pulled_PP,0.7,0.765,1.438,0.8933,1.231,0.494,2.227
884,not_pulled_PP,0.85,0.787,1.398,0.9136,1.204,0.5228,2.104
884,pulled,0.25,0.9903,1.111,0.9996,1.1,0.8437,1.304
884,pulled,0.4,0.9903,1.111,0.9996,1.1,0.8437,1.304
884,pulled,0.55,0.9903,1.111,0.9996,1.1,0.8437,1.304
884,pulled,0.7,0.9903,1.111,0.9996,1.1,0.8437,1.304
884,pulled,0.85,0.9903,1.111,0.9996,1.1,0.8437,1.304
883,not_pulled_EV,0.25,0.699,1.574,0.8216,1.339,0.4211,2.612
883,not_pulled_EV,0.4,0.7271,1.513,0.8481,1.297,0.4552,2.417
883,not_pulled_EV,0.55,0.7519,1.463,0.8714,1.262,0.4864,2.262
883,not_pulled_EV,0.7,0.776,1.418,0.8937,1.231,0.5166,2.129
883,not_pulled_EV,0.85,0.7977,1.379,0.9137,1.204,0.545,2.018
883,not_pulled_PP,0.25,0.6871,1.601,0.8207,1.34,0.3983,2.762
883,not_pulled_PP,0.4,0.7157,1.537,0.8475,1.298,0.433,2.541
883,not_pulled_PP,0.55,0.7406,1.485,0.8709,1.263,0.4642,2.37
883,not_pulled_PP,0.7,0.7648,1.438,0.8932,1.232,0.4941,2.226
883,not_pulled_PP,0.85,0.7868,1.398,0.9135,1.204,0.5228,2.104
883,pulled,0.25,0.9903,1.111,0.9996,1.1,0.8437,1.304
883,pulled,0.4,0.9903,1.111,0.9996,1.1,0.8437,1.304
883,pulled,0.55,0.9903,1.111,0.9996,1.1,0.8437,1.304
883,pulled,0.7,0.9903,1.111,0.9996,1.1,0.8437,1.304
883,pulled,0.85,0.9903,1.111,0.9996,1.1,0.8437,1.304
882,not_pulled_EV,0.25,0.6987,1.574,0.8214,1.339,0.4209,2.613
882,not_pulled_EV,0.4,0.7268,1.513,0.8479,1.297,0.4551,2.417
882,not_pulled_EV,0.55,0.7518,1.463,0.8713,1.263,0.4864,2.262
882,not_pulled_EV,0.7,0.7759,1.418,0.8935,1.231,0.5166,2.129
882,not_pulled_EV,0.85,0.7976,1.379,0.9136,1.204,0.545,2.018
882,not_pulled_PP,0.25,0.6867,1.602,0.8204,1.341,0.3981,2.763
882,not_pulled_PP,0.4,0.7154,1.538,0.8473,1.298,0.4329,2.541
882,not_pulled_PP,0.55,0.7404,1.486,0.8707,1.263,0.4642,2.369
882,not_pulled_PP,0.7,0.7647,1.439,0.8931,1.232,0.4941,2.226
882,not_pulled_PP,0.85,0.7866,1.398,0.9134,1.204,0.5228,2.104
882,pulled,0.25,0.9903,1.111,0.9996,1.1,0.8437,1.304
882,pulled,0.4,0.9903,1.111,0.9996,1.1,0.8437,1.304
882,pulled,0.55,0.9903,1.111,0.9996,1.1,0.8437,1.304
882,pulled,0.7,0.9903,1.111,0.9996,1.1,0.8437,1.304
882,pulled,0.85,0.9903,1.111,0.9996,1.1,0.8437,1.304
881,not_pulled_EV,0.25,0.6983,1.575,0.8211,1.34,0.4208,2.614
881,not_pulled_EV,0.4,0.7266,1.514,0.8476,1.298,0.455,2.418
881,not_pulled_EV,0.55,0.7516,1.463,0.8711,1.263,0.4864,2.261
881,not_pulled_EV,0.7,0.7757,1.418,0.8934,1.231,0.5167,2.129
881,not_pulled_EV,0.85,0.7975,1.379,0.9135,1.204,0.545,2.018
881,not_pulled_PP,0.25,0.6864,1.603,0.8202,1.341,0.398,2.764
881,not_pulled_PP,0.4,0.7151,1.538,0.847,1.299,0.4328,2.542
881,not_pulled_PP,0.55,0.7402,1.486,0.8706,1.264,0.4643,2.369
881,not_pulled_PP,0.7,0.7645,1.439,0.8929,1.232,0.4941,2.226
881,not_pulled_PP,0.85,0.7865,1.399,0.9132,1.205,0.5227,2.104
881,pulled,0.25,0.9902,1.111,0.9996,1.1,0.8436,1.304
881,pulled,0.4,0.9902,1.111,0.9996,1.1,0.8436,1.304
881,pulled,0.55,0.9902,1.111,0.9996,1.1,0.8436,1.304
881,pulled,0.7,0.9902,1.111,0.9996,1.1,0.8436,1.304
881,pulled,0.85,0.9902,1.111,0.9996,1.1,0.8436,1.304
880,not_pulled_EV,0.25,0.698,1.576,0.8208,1.34,0.4206,2.615
880,not_pulled_EV,0.4,0.7263,1.515,0.8474,1.298,0.4549,2.418
880,not_pulled_EV,0.55,0.7515,1.464,0.871,1.263,0.4865,2.261
880,not_pulled_EV,0.7,0.7756,1.418,0.8933,1.231,0.5167,2.129
880,not_pulled_EV,0.85,0.7974,1.379,0.9134,1.204,0.545,2.018
880,not_pulled_PP,0.25,0.686,1.603,0.8199,1.342,0.3978,2.765
880,not_pulled_PP,0.4,0.7148,1.539,0.8468,1.299,0.4327,2.542
880,not_pulled_PP,0.55,0.74,1.486,0.8704,1.264,0.4643,2.369
880,not_pulled_PP,0.7,0.7643,1.439,0.8928,1.232,0.4941,2.226
880,not_pulled_PP,0.85,0.7863,1.399,0.9131,1.205,0.5227,2.104
880,pulled,0.25,0.9902,1.111,0.9996,1.1,0.8436,1.304
880,pulled,0.4,0.9902,1.111,0.9996,1.1,0.8436,1.304
880,pulled,0.55,0.9902,1.111,0.9996,1.1,0.8436,1.304
880,pulled,0.7,0.9902,1.111,0.9996,1.1,0.8436,1.304
880,pulled,0.85,0.9902,1.111,0.9996,1.1,0.8436,1.304
879,not_pulled_EV,0.25,0.6977,1.577,0.8205,1.341,0.4206,2.615
879,not_pulled_EV,0.4,0.726,1.515,0.8471,1.299,0.4549,2.418
879,not_pulled_EV,0.55,0.7513,1.464,0.8708,1.263,0.4866,2.261
879,not_pulled_EV,0.7,0.7754,1.419,0.8931,1.232,0.5168,2.129
879,not_pulled_EV,0.85,0.7973,1.38,0.9133,1.204,0.5451,2.018
879,not_pulled_PP,0.25,0.6857,1.604,0.8196,1.342,0.3977,2.766
879,not_pulled_PP,0.4,0.7145,1.54,0.8465,1.299,0.4327,2.542
879,not_pulled_PP,0.55,0.7398,1.487,0.8702,1.264,0.4643,2.369
879,not_pulled_PP,0.7,0.7641,1.44,0.8926,1.232,0.4941,2.226
879,not_pulled_PP,0.85,0.7862,1.399,0.913,1.205,0.5228,2.104
879,pulled,0.25,0.9902,1.111,0.9996,1.1,0.8435,1.304
879,pulled,0.4,0.9902,1.111,0.9996,1.1,0.8435,1.304
879,pulled,0.55,0.9902,1.111,0.9996,1.1,0.8435,1.304
879,pulled,0.7,0.9902,1.111,0.9996,1.1,0.8435,1.304
879,pulled,0.85,0.9902,1.111,0.9996,1.1,0.8435,1.304
878,not_pulled_EV,0.25,0.6974,1.577,0.8201,1.341,0.4206,2.615
878,not_pulled_EV,0.4,0.7257,1.516,0.8468,1.299,0.455,2.418
878,not_pulled_EV,0.55,0.7511,1.464,0.8706,1.264,0.4866,2.26
878,not_pulled_EV,0.7,0.7752,1.419,0.8929,1.232,0.5168,2.128
878,not_pulled_EV,0.85,0.7972,1.38,0.9132,1.205,0.5453,2.017
878,not_pulled_PP,0.25,0.6854,1.605,0.8192,1.343,0.3977,2.766
878,not_pulled_PP,0.4,0.7142,1.54,0.8462,1.3,0.4327,2.542
878,not_pulled_PP,0.55,0.7396,1.487,0.87,1.264,0.4643,2.369
878,not_pulled_PP,0.7,0.7639,1.44,0.8924,1.233,0.4941,2.226
878,not_pulled_PP,0.85,0.786,1.399,0.9129,1.205,0.5229,2.103
878,pulled,0.25,0.9901,1.111,0.9996,1.1,0.8435,1.304
878,pulled,0.4,0.9901,1.111,0.9996,1.1,0.8435,1.304
878,pulled,0.55,0.9901,1.111,0.9996,1.1,0.8435,1.304
878,pulled,0.7,0.9901,1.111,0.9996,1.1,0.8435,1.304
878,pulled,0.85,0.9901,1.111,0.9996,1.1,0.8435,1.304
877,not_pulled_EV,0.25,0.6971,1.578,0.8198,1.342,0.4206,2.615
877,not_pulled_EV,0.4,0.7255,1.516,0.8466,1.299,0.455,2.417
877,not_pulled_EV,0.55,0.7509,1.465,0.8704,1.264,0.4867,2.26
