R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
717,not_pulled_EV,0.55,0.7118,1.545,0.8312,1.323,0.4865,2.261
717,not_pulled_EV,0.7,0.7435,1.48,0.8609,1.278,0.5213,2.11
717,not_pulled_EV,0.85,0.774,1.421,0.8892,1.237,0.5559,1.979
717,not_pulled_PP,0.25,0.6218,1.769,0.7555,1.456,0.382,2.879
717,not_pulled_PP,0.4,0.661,1.664,0.7922,1.389,0.4238,2.595
717,not_pulled_PP,0.55,0.6977,1.577,0.827,1.33,0.4637,2.372
717,not_pulled_PP,0.7,0.7306,1.506,0.8578,1.282,0.4991,2.204
717,not_pulled_PP,0.85,0.7616,1.444,0.8865,1.241,0.5337,2.061
717,pulled,0.25,0.9839,1.118,0.9975,1.103,0.8296,1.326
717,pulled,0.4,0.9839,1.118,0.9975,1.103,0.8296,1.326
717,pulled,0.55,0.9839,1.118,0.9975,1.103,0.8296,1.326
717,pulled,0.7,0.9839,1.118,0.9975,1.103,0.8296,1.326
717,pulled,0.85,0.9839,1.118,0.9975,1.103,0.8296,1.326
716,not_pulled_EV,0.25,0.6366,1.728,0.7602,1.447,0.4054,2.714
716,not_pulled_EV,0.4,0.6754,1.629,0.7966,1.381,0.4473,2.459
716,not_pulled_EV,0.55,0.7114,1.546,0.8309,1.324,0.4865,2.261
716,not_pulled_EV,0.7,0.7432,1.48,0.8606,1.278,0.5213,2.11
716,not_pulled_EV,0.85,0.7738,1.422,0.8889,1.237,0.5559,1.979
716,not_pulled_PP,0.25,0.6212,1.771,0.755,1.457,0.3819,2.88
716,not_pulled_PP,0.4,0.6606,1.665,0.7918,1.389,0.4238,2.595
716,not_pulled_PP,0.55,0.6973,1.577,0.8267,1.331,0.4637,2.372
716,not_pulled_PP,0.7,0.7304,1.506,0.8575,1.283,0.499,2.204
716,not_pulled_PP,0.85,0.7614,1.445,0.8863,1.241,0.5338,2.061
716,pulled,0.25,0.9838,1.118,0.9975,1.103,0.8295,1.326
716,pulled,0.4,0.9838,1.118,0.9975,1.103,0.8295,1.326
716,pulled,0.55,0.9838,1.118,0.9975,1.103,0.8295,1.326
716,pulled,0.7,0.9838,1.118,0.9975,1.103,0.8295,1.326
716,pulled,0.85,0.9838,1.118,0.9975,1.103,0.8295,1.326
715,not_pulled_EV,0.25,0.6361,1.729,0.7597,1.448,0.4053,2.714
715,not_pulled_EV,0.4,0.6751,1.63,0.7962,1.382,0.4473,2.459
715,not_pulled_EV,0.55,0.7111,1.547,0.8305,1.324,0.4864,2.261
715,not_pulled_EV,0.7,0.7429,1.481,0.8603,1.279,0.5213,2.11
715,not_pulled_EV,0.85,0.7736,1.422,0.8887,1.238,0.556,1.979
715,not_pulled_PP,0.25,0.6207,1.772,0.7545,1.458,0.3818,2.881
715,not_pulled_PP,0.4,0.6602,1.666,0.7914,1.39,0.4238,2.595
715,not_pulled_PP,0.55,0.697,1.578,0.8263,1.331,0.4636,2.373
715,not_pulled_PP,0.7,0.7301,1.507,0.8572,1.283,0.499,2.204
715,not_pulled_PP,0.85,0.7612,1.445,0.8861,1.241,0.5338,2.061
715,pulled,0.25,0.9837,1.118,0.9975,1.103,0.8294,1.326
715,pulled,0.4,0.9837,1.118,0.9975,1.103,0.8294,1.326
715,pulled,0.55,0.9837,1.118,0.9975,1.103,0.8294,1.326
715,pulled,0.7,0.9837,1.118,0.9975,1.103,0.8294,1.326
715,pulled,0.85,0.9837,1.118,0.9975,1.103,0.8294,1.326
714,not_pulled_EV,0.25,0.6356,1.731,0.7592,1.449,0.4052,2.715
714,not_pulled_EV,0.4,0.6747,1.63,0.7959,1.382,0.4473,2.459
714,not_pulled_EV,0.55,0.7108,1.548,0.8302,1.325,0.4864,2.261
714,not_pulled_EV,0.7,0.7427,1.481,0.86,1.279,0.5213,2.11
714,not_pulled_EV,0.85,0.7734,1.422,0.8885,1.238,0.556,1.978
714,not_pulled_PP,0.25,0.6202,1.774,0.754,1.459,0.3817,2.882
714,not_pulled_PP,0.4,0.6598,1.667,0.791,1.391,0.4238,2.595
714,not_pulled_PP,0.55,0.6967,1.579,0.826,1.332,0.4636,2.373
714,not_pulled_PP,0.7,0.7298,1.507,0.8569,1.284,0.499,2.204
714,not_pulled_PP,0.85,0.7611,1.445,0.8858,1.242,0.5339,2.06
714,pulled,0.25,0.9836,1.118,0.9975,1.103,0.8292,1.327
714,pulled,0.4,0.9836,1.118,0.9975,1.103,0.8292,1.327
714,pulled,0.55,0.9836,1.118,0.9975,1.103,0.8292,1.327
714,pulled,0.7,0.9836,1.118,0.9975,1.103,0.8292,1.327
714,pulled,0.85,0.9836,1.118,0.9975,1.103,0.8292,1.327
713,not_pulled_EV,0.25,0.6351,1.732,0.7587,1.45,0.4051,2.715
713,not_pulled_EV,0.4,0.6743,1.631,0.7955,1.383,0.4473,2.459
713,not_pulled_EV,0.55,0.7105,1.548,0.8299,1.325,0.4864,2.261
713,not_pulled_EV,0.7,0.7424,1.482,0.8598,1.279,0.5213,2.11
713,not_pulled_EV,0.85,0.7732,1.423,0.8882,1.238,0.556,1.978
713,not_pulled_PP,0.25,0.6197,1.775,0.7535,1.46,0.3816,2.882
713,not_pulled_PP,0.4,0.6594,1.668,0.7906,1.391,0.4238,2.595
713,not_pulled_PP,0.55,0.6963,1.58,0.8257,1.332,0.4636,2.373
713,not_pulled_PP,0.7,0.7295,1.508,0.8566,1.284,0.499,2.204
713,not_pulled_PP,0.85,0.7609,1.446,0.8856,1.242,0.5339,2.06
713,pulled,0.25,0.9835,1.118,0.9975,1.103,0.8291,1.327
713,pulled,0.4,0.9835,1.118,0.9975,1.103,0.8291,1.327
713,pulled,0.55,0.9835,1.118,0.9975,1.103,0.8291,1.327
713,pulled,0.7,0.9835,1.118,0.9975,1.103,0.8291,1.327
713,pulled,0.85,0.9835,1.118,0.9975,1.103,0.8291,1.327
712,not_pulled_EV,0.25,0.6346,1.733,0.7582,1.451,0.405,2.716
712,not_pulled_EV,0.4,0.6739,1.632,0.7951,1.383,0.4473,2.459
712,not_pulled_EV,0.55,0.7102,1.549,0.8296,1.326,0.4864,2.261
712,not_pulled_EV,0.7,0.7421,1.482,0.8595,1.28,0.5213,2.11
712,not_pulled_EV,0.85,0.773,1.423,0.888,1.239,0.5561,1.978
712,not_pulled_PP,0.25,0.6192,1.777,0.753,1.461,0.3815,2.883
712,not_pulled_PP,0.4,0.659,1.669,0.7902,1.392,0.4238,2.595
712,not_pulled_PP,0.55,0.696,1.581,0.8253,1.333,0.4635,2.373
712,not_pulled_PP,0.7,0.7292,1.508,0.8563,1.285,0.499,2.204
712,not_pulled_PP,0.85,0.7607,1.446,0.8854,1.242,0.534,2.06
712,pulled,0.25,0.9835,1.118,0.9974,1.103,0.829,1.327
712,pulled,0.4,0.9835,1.118,0.9974,1.103,0.829,1.327
712,pulled,0.55,0.9835,1.118,0.9974,1.103,0.829,1.327
712,pulled,0.7,0.9835,1.118,0.9974,1.103,0.829,1.327
712,pulled,0.85,0.9835,1.118,0.9974,1.103,0.829,1.327
711,not_pulled_EV,0.25,0.6341,1.735,0.7577,1.452,0.4049,2.716
711,not_pulled_EV,0.4,0.6735,1.633,0.7947,1.384,0.4473,2.459
711,not_pulled_EV,0.55,0.7099,1.55,0.8293,1.326,0.4864,2.261
711,not_pulled_EV,0.7,0.7419,1.483,0.8592,1.28,0.5213,2.11
711,not_pulled_EV,0.85,0.7728,1.423,0.8877,1.239,0.5561,1.978
711,not_pulled_PP,0.25,0.6187,1.778,0.7525,1.462,0.3814,2.884
711,not_pulled_PP,0.4,0.6586,1.67,0.7898,1.393,0.4238,2.595
711,not_pulled_PP,0.55,0.6956,1.581,0.825,1.333,0.4635,2.373
711,not_pulled_PP,0.7,0.7289,1.509,0.856,1.285,0.499,2.205
711,not_pulled_PP,0.85,0.7605,1.446,0.8851,1.243,0.534,2.06
711,pulled,0.25,0.9834,1.119,0.9974,1.103,0.8288,1.327
711,pulled,0.4,0.9834,1.119,0.9974,1.103,0.8288,1.327
711,pulled,0.55,0.9834,1.119,0.9974,1.103,0.8288,1.327
711,pulled,0.7,0.9834,1.119,0.9974,1.103,0.8288,1.327
711,pulled,0.85,0.9834,1.119,0.9974,1.103,0.8288,1.327
710,not_pulled_EV,0.25,0.6336,1.736,0.7572,1.453,0.4049,2.717
710,not_pulled_EV,0.4,0.6731,1.634,0.7944,1.385,0.4474,2.459
710,not_pulled_EV,0.55,0.7096,1.55,0.829,1.327,0.4864,2.262
710,not_pulled_EV,0.7,0.7416,1.483,0.8589,1.281,0.5213,2.11
710,not_pulled_EV,0.85,0.7726,1.424,0.8875,1.239,0.5561,1.978
710,not_pulled_PP,0.25,0.6181,1.78,0.752,1.463,0.3813,2.884
710,not_pulled_PP,0.4,0.6582,1.671,0.7894,1.393,0.4239,2.595
710,not_pulled_PP,0.55,0.6953,1.582,0.8246,1.334,0.4635,2.374
710,not_pulled_PP,0.7,0.7287,1.51,0.8557,1.285,0.499,2.205
710,not_pulled_PP,0.85,0.7604,1.447,0.8849,1.243,0.534,2.06
710,pulled,0.25,0.9833,1.119,0.9974,1.103,0.8287,1.327
710,pulled,0.4,0.9833,1.119,0.9974,1.103,0.8287,1.327
710,pulled,0.55,0.9833,1.119,0.9974,1.103,0.8287,1.327
710,pulled,0.7,0.9833,1.119,0.9974,1.103,0.8287,1.327
710,pulled,0.85,0.9833,1.119,0.9974,1.103,0.8287,1.327
709,not_pulled_EV,0.25,0.633,1.738,0.7568,1.454,0.4048,2.718
709,not_pulled_EV,0.4,0.6727,1.635,0.794,1.385,0.4474,2.459
709,not_pulled_EV,0.55,0.7092,1.551,0.8287,1.327,0.4864,2.262
709,not_pulled_EV,0.7,0.7413,1.484,0.8587,1.281,0.5214,2.11
709,not_pulled_EV,0.85,0.7724,1.424,0.8873,1.24,0.5562,1.978
709,not_pulled_PP,0.25,0.6176,1.781,0.7515,1.464,0.3813,2.885
709,not_pulled_PP,0.4,0.6577,1.672,0.7891,1.394,0.4239,2.595
709,not_pulled_PP,0.55,0.695,1.583,0.8243,1.334,0.4634,2.374
709,not_pulled_PP,0.7,0.7284,1.51,0.8554,1.286,0.4989,2.205
709,not_pulled_PP,0.85,0.7602,1.447,0.8847,1.243,0.5341,2.06
709,pulled,0.25,0.9832,1.119,0.9974,1.103,0.8286,1.328
709,pulled,0.4,0.9832,1.119,0.9974,1.103,0.8286,1.328
709,pulled,0.55,0.9832,1.119,0.9974,1.103,0.8286,1.328
709,pulled,0.7,0.9832,1.119,0.9974,1.103,0.8286,1.328
709,pulled,0.85,0.9832,1.119,0.9974,1.103,0.8286,1.328
708,not_pulled_EV,0.25,0.6325,1.739,0.7563,1.454,0.4047,2.718
708,not_pulled_EV,0.4,0.6723,1.636,0.7936,1.386,0.4474,2.459
708,not_pulled_EV,0.55,0.7089,1.552,0.8284,1.328,0.4864,2.262
708,not_pulled_EV,0.7,0.7411,1.484,0.8584,1.281,0.5214,2.11
708,not_pulled_EV,0.85,0.7722,1.425,0.887,1.24,0.5562,1.978
708,not_pulled_PP,0.25,0.6171,1.782,0.751,1.465,0.3812,2.886
708,not_pulled_PP,0.4,0.6573,1.673,0.7887,1.395,0.4239,2.595
708,not_pulled_PP,0.55,0.6946,1.584,0.824,1.335,0.4634,2.374
708,not_pulled_PP,0.7,0.7281,1.511,0.8551,1.286,0.4989,2.205
708,not_pulled_PP,0.85,0.76,1.447,0.8844,1.244,0.5341,2.059
708,pulled,0.25,0.9831,1.119,0.9974,1.103,0.8284,1.328
708,pulled,0.4,0.9831,1.119,0.9974,1.103,0.8284,1.328
708,pulled,0.55,0.9831,1.119,0.9974,1.103,0.8284,1.328
708,pulled,0.7,0.9831,1.119,0.9974,1.103,0.8284,1.328
708,pulled,0.85,0.9831,1.119,0.9974,1.103,0.8284,1.328
707,not_pulled_EV,0.25,0.632,1.74,0.7558,1.455,0.4046,2.719
707,not_pulled_EV,0.4,0.6719,1.637,0.7932,1.387,0.4474,2.459
707,not_pulled_EV,0.55,0.7086,1.552,0.8281,1.328,0.4864,2.262
707,not_pulled_EV,0.7,0.7408,1.485,0.8581,1.282,0.5214,2.11
707,not_pulled_EV,0.85,0.772,1.425,0.8868,1.24,0.5563,1.978
707,not_pulled_PP,0.25,0.6166,1.784,0.7505,1.466,0.3811,2.887
707,not_pulled_PP,0.4,0.6569,1.674,0.7883,1.395,0.4239,2.595
707,not_pulled_PP,0.55,0.6943,1.584,0.8236,1.336,0.4633,2.374
707,not_pulled_PP,0.7,0.7278,1.511,0.8548,1.287,0.4989,2.205
707,not_pulled_PP,0.85,0.7598,1.448,0.8842,1.244,0.5342,2.059
707,pulled,0.25,0.9831,1.119,0.9973,1.103,0.8283,1.328
707,pulled,0.4,0.9831,1.119,0.9973,1.103,0.8283,1.328
707,pulled,0.55,0.9831,1.119,0.9973,1.103,0.8283,1.328
707,pulled,0.7,0.9831,1.119,0.9973,1.103,0.8283,1.328
707,pulled,0.85,0.9831,1.119,0.9973,1.103,0.8283,1.328
706,not_pulled_EV,0.25,0.6315,1.742,0.7553,1.456,0.4045,2.719
706,not_pulled_EV,0.4,0.6715,1.638,0.7928,1.387,0.4474,2.459
706,not_pulled_EV,0.55,0.7083,1.553,0.8278,1.329,0.4864,2.262
706,not_pulled_EV,0.7,0.7405,1.485,0.8579,1.282,0.5214,2.11
706,not_pulled_EV,0.85,0.7718,1.425,0.8865,1.241,0.5563,1.977
706,not_pulled_PP,0.25,0.6161,1.785,0.75,1.467,0.381,2.887
706,not_pulled_PP,0.4,0.6565,1.675,0.7879,1.396,0.4239,2.595
706,not_pulled_PP,0.55,0.6939,1.585,0.8233,1.336,0.4633,2.374
706,not_pulled_PP,0.7,0.7275,1.512,0.8545,1.287,0.4989,2.205
706,not_pulled_PP,0.85,0.7597,1.448,0.884,1.244,0.5342,2.059
706,pulled,0.25,0.983,1.119,0.9973,1.103,0.8282,1.328
706,pulled,0.4,0.983,1.119,0.9973,1.103,0.8282,1.328
706,pulled,0.55,0.983,1.119,0.9973,1.103,0.8282,1.328
706,pulled,0.7,0.983,1.119,0.9973,1.103,0.8282,1.328
706,pulled,0.85,0.983,1.119,0.9973,1.103,0.8282,1.328
705,not_pulled_EV,0.25,0.631,1.743,0.7548,1.457,0.4044,2.72
705,not_pulled_EV,0.4,0.6712,1.639,0.7925,1.388,0.4474,2.459
705,not_pulled_EV,0.55,0.708,1.554,0.8275,1.329,0.4864,2.262
705,not_pulled_EV,0.7,0.7402,1.486,0.8576,1.283,0.5214,2.11
705,not_pulled_EV,0.85,0.7716,1.426,0.8863,1.241,0.5563,1.977
705,not_pulled_PP,0.25,0.6156,1.787,0.7495,1.468,0.3809,2.888
705,not_pulled_PP,0.4,0.6561,1.677,0.7875,1.397,0.4239,2.595
705,not_pulled_PP,0.55,0.6936,1.586,0.823,1.337,0.4633,2.374
705,not_pulled_PP,0.7,0.7272,1.513,0.8542,1.288,0.4989,2.205
705,not_pulled_PP,0.85,0.7595,1.448,0.8838,1.245,0.5343,2.059
705,pulled,0.25,0.9829,1.119,0.9973,1.103,0.828,1.328
705,pulled,0.4,0.9829,1.119,0.9973,1.103,0.828,1.328
705,pulled,0.55,0.9829,1.119,0.9973,1.103,0.828,1.328
705,pulled,0.7,0.9829,1.119,0.9973,1.103,0.828,1.328
705,pulled,0.85,0.9829,1.119,0.9973,1.103,0.828,1.328
704,not_pulled_EV,0.25,0.6305,1.745,0.7543,1.458,0.4043,2.72
704,not_pulled_EV,0.4,0.6708,1.64,0.7921,1.389,0.4474,2.458
704,not_pulled_EV,0.55,0.7077,1.554,0.8271,1.33,0.4863,2.262
704,not_pulled_EV,0.7,0.74,1.487,0.8573,1.283,0.5214,2.11
704,not_pulled_EV,0.85,0.7714,1.426,0.8861,1.241,0.5564,1.977
704,not_pulled_PP,0.25,0.6151,1.788,0.749,1.469,0.3808,2.889
704,not_pulled_PP,0.4,0.6557,1.678,0.7871,1.398,0.4239,2.595
704,not_pulled_PP,0.55,0.6933,1.587,0.8226,1.337,0.4632,2.375
704,not_pulled_PP,0.7,0.7269,1.513,0.8539,1.288,0.4989,2.205
704,not_pulled_PP,0.85,0.7593,1.449,0.8835,1.245,0.5343,2.059
704,pulled,0.25,0.9828,1.119,0.9973,1.103,0.8279,1.329
704,pulled,0.4,0.9828,1.119,0.9973,1.103,0.8279,1.329
704,pulled,0.55,0.9828,1.119,0.9973,1.103,0.8279,1.329
704,pulled,0.7,0.9828,1.119,0.9973,1.103,0.8279,1.329
704,pulled,0.85,0.9828,1.119,0.9973,1.103,0.8279,1.329
703,not_pulled_EV,0.25,0.6299,1.746,0.7539,1.459,0.4043,2.721
703,not_pulled_EV,0.4,0.6704,1.641,0.7917,1.389,0.4475,2.458
703,not_pulled_EV,0.55,0.7073,1.555,0.8268,1.33,0.4863,2.262
703,not_pulled_EV,0.7,0.7397,1.487,0.857,1.284,0.5214,2.11
703,not_pulled_EV,0.85,0.7712,1.426,0.8858,1.242,0.5564,1.977
703,not_pulled_PP,0.25,0.6145,1.79,0.7485,1.47,0.3807,2.89
703,not_pulled_PP,0.4,0.6553,1.679,0.7867,1.398,0.4239,2.595
703,not_pulled_PP,0.55,0.6929,1.587,0.8223,1.338,0.4632,2.375
703,not_pulled_PP,0.7,0.7267,1.514,0.8536,1.289,0.4988,2.205
703,not_pulled_PP,0.85,0.7591,1.449,0.8833,1.245,0.5344,2.059
703,pulled,0.25,0.9827,1.119,0.9973,1.103,0.8278,1.329
703,pulled,0.4,0.9827,1.119,0.9973,1.103,0.8278,1.329
703,pulled,0.55,0.9827,1.119,0.9973,1.103,0.8278,1.329
703,pulled,0.7,0.9827,1.119,0.9973,1.103,0.8278,1.329
703,pulled,0.85,0.9827,1.119,0.9973,1.103,0.8278,1.329
702,not_pulled_EV,0.25,0.6294,1.748,0.7534,1.46,0.4042,2.722
702,not_pulled_EV,0.4,0.67,1.642,0.7913,1.39,0.4475,2.458
702,not_pulled_EV,0.55,0.707,1.556,0.8265,1.331,0.4863,2.262
702,not_pulled_EV,0.7,0.7394,1.488,0.8568,1.284,0.5214,2.11
702,not_pulled_EV,0.85,0.771,1.427,0.8856,1.242,0.5564,1.977
702,not_pulled_PP,0.25,0.614,1.791,0.748,1.471,0.3806,2.89
702,not_pulled_PP,0.4,0.6549,1.68,0.7863,1.399,0.4239,2.595
702,not_pulled_PP,0.55,0.6926,1.588,0.822,1.338,0.4632,2.375
702,not_pulled_PP,0.7,0.7264,1.514,0.8533,1.289,0.4988,2.205
702,not_pulled_PP,0.85,0.759,1.449,0.8831,1.246,0.5344,2.058
702,pulled,0.25,0.9827,1.119,0.9972,1.103,0.8277,1.329
702,pulled,0.4,0.9827,1.119,0.9972,1.103,0.8277,1.329
702,pulled,0.55,0.9827,1.119,0.9972,1.103,0.8277,1.329
702,pulled,0.7,0.9827,1.119,0.9972,1.103,0.8277,1.329
702,pulled,0.85,0.9827,1.119,0.9972,1.103,0.8277,1.329
701,not_pulled_EV,0.25,0.6289,1.749,0.7529,1.461,0.4041,2.722
701,not_pulled_EV,0.4,0.6696,1.643,0.791,1.391,0.4475,2.458
701,not_pulled_EV,0.55,0.7067,1.556,0.8262,1.331,0.4863,2.262
701,not_pulled_EV,0.7,0.7392,1.488,0.8565,1.284,0.5214,2.11
701,not_pulled_EV,0.85,0.7708,1.427,0.8853,1.242,0.5565,1.977
701,not_pulled_PP,0.25,0.6135,1.793,0.7475,1.472,0.3805,2.891
701,not_pulled_PP,0.4,0.6545,1.681,0.7859,1.4,0.4239,2.595
701,not_pulled_PP,0.55,0.6922,1.589,0.8216,1.339,0.4631,2.375
701,not_pulled_PP,0.7,0.7261,1.515,0.853,1.29,0.4988,2.205
701,not_pulled_PP,0.85,0.7588,1.45,0.8828,1.246,0.5345,2.058
701,pulled,0.25,0.9826,1.12,0.9972,1.103,0.8275,1.329
701,pulled,0.4,0.9826,1.12,0.9972,1.103,0.8275,1.329
701,pulled,0.55,0.9826,1.12,0.9972,1.103,0.8275,1.329
701,pulled,0.7,0.9826,1.12,0.9972,1.103,0.8275,1.329
701,pulled,0.85,0.9826,1.12,0.9972,1.103,0.8275,1.329
700,not_pulled_EV,0.25,0.6284,1.75,0.7524,1.462,0.404,2.723
700,not_pulled_EV,0.4,0.6692,1.644,0.7906,1.391,0.4475,2.458
700,not_pulled_EV,0.55,0.7064,1.557,0.8259,1.332,0.4863,2.262
700,not_pulled_EV,0.7,0.7389,1.489,0.8562,1.285,0.5214,2.11
700,not_pulled_EV,0.85,0.7706,1.427,0.8851,1.243,0.5565,1.977
700,not_pulled_PP,0.25,0.613,1.794,0.747,1.473,0.3804,2.892
700,not_pulled_PP,0.4,0.6541,1.682,0.7855,1.4,0.4239,2.595
700,not_pulled_PP,0.55,0.6919,1.59,0.8213,1.339,0.4631,2.375
700,not_pulled_PP,0.7,0.7258,1.516,0.8527,1.29,0.4988,2.205
700,not_pulled_PP,0.85,0.7586,1.45,0.8826,1.246,0.5345,2.058
700,pulled,0.25,0.9825,1.12,0.9972,1.103,0.8274,1.329
700,pulled,0.4,0.9825,1.12,0.9972,1.103,0.8274,1.329
700,pulled,0.55,0.9825,1.12,0.9972,1.103,0.8274,1.329
700,pulled,0.7,0.9825,1.12,0.9972,1.103,0.8274,1.329
700,pulled,0.85,0.9825,1.12,0.9972,1.103,0.8274,1.329
699,not_pulled_EV,0.25,0.6279,1.752,0.7519,1.463,0.4038,2.724
699,not_pulled_EV,0.4,0.6688,1.645,0.7902,1.392,0.4473,2.459
699,not_pulled_EV,0.55,0.706,1.558,0.8255,1.333,0.4862,2.263
699,not_pulled_EV,0.7,0.7387,1.489,0.8559,1.285,0.5214,2.11
699,not_pulled_EV,0.85,0.7704,1.428,0.8849,1.243,0.5564,1.977
699,not_pulled_PP,0.25,0.6125,1.796,0.7465,1.474,0.3803,2.893
699,not_pulled_PP,0.4,0.6537,1.683,0.785,1.401,0.4238,2.596
699,not_pulled_PP,0.55,0.6915,1.591,0.8209,1.34,0.4631,2.376
699,not_pulled_PP,0.7,0.7256,1.516,0.8524,1.29,0.4989,2.205
699,not_pulled_PP,0.85,0.7584,1.45,0.8824,1.247,0.5345,2.058
699,pulled,0.25,0.9824,1.12,0.9972,1.103,0.8273,1.33
699,pulled,0.4,0.9824,1.12,0.9972,1.103,0.8273,1.33
699,pulled,0.55,0.9824,1.12,0.9972,1.103,0.8273,1.33
699,pulled,0.7,0.9824,1.12,0.9972,1.103,0.8273,1.33
699,pulled,0.85,0.9824,1.12,0.9972,1.103,0.8273,1.33
698,not_pulled_EV,0.25,0.6274,1.753,0.7514,1.464,0.4036,2.725
698,not_pulled_EV,0.4,0.6684,1.646,0.7897,1.393,0.4472,2.46
698,not_pulled_EV,0.55,0.7057,1.559,0.8251,1.333,0.486,2.263
698,not_pulled_EV,0.7,0.7385,1.49,0.8557,1.285,0.5213,2.11
698,not_pulled_EV,0.85,0.7702,1.428,0.8847,1.243,0.5563,1.977
698,not_pulled_PP,0.25,0.612,1.797,0.7459,1.475,0.3801,2.894
698,not_pulled_PP,0.4,0.6533,1.684,0.7846,1.402,0.4237,2.596
698,not_pulled_PP,0.55,0.6912,1.592,0.8205,1.341,0.463,2.376
698,not_pulled_PP,0.7,0.7254,1.517,0.8522,1.291,0.4989,2.205
698,not_pulled_PP,0.85,0.7581,1.451,0.8821,1.247,0.5345,2.058
698,pulled,0.25,0.9824,1.12,0.9971,1.103,0.8271,1.33
698,pulled,0.4,0.9824,1.12,0.9971,1.103,0.8271,1.33
698,pulled,0.55,0.9824,1.12,0.9971,1.103,0.8271,1.33
698,pulled,0.7,0.9824,1.12,0.9971,1.103,0.8271,1.33
698,pulled,0.85,0.9824,1.12,0.9971,1.103,0.8271,1.33
697,not_pulled_EV,0.25,0.6269,1.755,0.7509,1.465,0.4035,2.726
697,not_pulled_EV,0.4,0.668,1.647,0.7893,1.394,0.447,2.461
697,not_pulled_EV,0.55,0.7053,1.56,0.8247,1.334,0.4859,2.264
697,not_pulled_EV,0.7,0.7383,1.49,0.8554,1.286,0.5213,2.11
697,not_pulled_EV,0.85,0.77,1.429,0.8844,1.244,0.5563,1.977
697,not_pulled_PP,0.25,0.6115,1.799,0.7454,1.476,0.38,2.895
697,not_pulled_PP,0.4,0.6529,1.685,0.7841,1.403,0.4236,2.597
697,not_pulled_PP,0.55,0.6908,1.592,0.8201,1.341,0.463,2.376
697,not_pulled_PP,0.7,0.7251,1.517,0.8519,1.291,0.499,2.205
697,not_pulled_PP,0.85,0.7579,1.451,0.8819,1.247,0.5345,2.058
697,pulled,0.25,0.9823,1.12,0.9971,1.103,0.827,1.33
697,pulled,0.4,0.9823,1.12,0.9971,1.103,0.827,1.33
697,pulled,0.55,0.9823,1.12,0.9971,1.103,0.827,1.33
697,pulled,0.7,0.9823,1.12,0.9971,1.103,0.827,1.33
697,pulled,0.85,0.9823,1.12,0.9971,1.103,0.827,1.33
696,not_pulled_EV,0.25,0.6265,1.756,0.7504,1.466,0.4033,2.728
696,not_pulled_EV,0.4,0.6676,1.648,0.7888,1.395,0.4468,2.462
696,not_pulled_EV,0.55,0.705,1.56,0.8243,1.334,0.4857,2.265
696,not_pulled_EV,0.7,0.738,1.49,0.8552,1.286,0.5213,2.11
696,not_pulled_EV,0.85,0.7698,1.429,0.8842,1.244,0.5562,1.978
696,not_pulled_PP,0.25,0.611,1.8,0.7449,1.477,0.3799,2.896
696,not_pulled_PP,0.4,0.6524,1.686,0.7837,1.404,0.4235,2.597
696,not_pulled_PP,0.55,0.6904,1.593,0.8197,1.342,0.4629,2.376
696,not_pulled_PP,0.7,0.7249,1.517,0.8517,1.292,0.499,2.204
696,not_pulled_PP,0.85,0.7577,1.452,0.8816,1.248,0.5345,2.058
696,pulled,0.25,0.9822,1.12,0.9971,1.103,0.8268,1.33
696,pulled,0.4,0.9822,1.12,0.9971,1.103,0.8268,1.33
696,pulled,0.55,0.9822,1.12,0.9971,1.103,0.8268,1.33
696,pulled,0.7,0.9822,1.12,0.9971,1.103,0.8268,1.33
696,pulled,0.85,0.9822,1.12,0.9971,1.103,0.8269,1.33
695,not_pulled_EV,0.25,0.626,1.757,0.7498,1.467,0.4031,2.729
695,not_pulled_EV,0.4,0.6673,1.649,0.7883,1.395,0.4467,2.463
695,not_pulled_EV,0.55,0.7046,1.561,0.8239,1.335,0.4856,2.265
695,not_pulled_EV,0.7,0.7378,1.491,0.8549,1.287,0.5212,2.11
695,not_pulled_EV,0.85,0.7695,1.429,0.884,1.244,0.5561,1.978
695,not_pulled_PP,0.25,0.6104,1.802,0.7444,1.478,0.3798,2.897
695,not_pulled_PP,0.4,0.652,1.687,0.7832,1.404,0.4234,2.598
695,not_pulled_PP,0.55,0.6901,1.594,0.8194,1.343,0.4629,2.376
695,not_pulled_PP,0.7,0.7247,1.518,0.8514,1.292,0.499,2.204
695,not_pulled_PP,0.85,0.7574,1.452,0.8814,1.248,0.5345,2.058
695,pulled,0.25,0.9821,1.12,0.9971,1.103,0.8267,1.331
695,pulled,0.4,0.9821,1.12,0.9971,1.103,0.8267,1.331
695,pulled,0.55,0.9821,1.12,0.9971,1.103,0.8267,1.331
695,pulled,0.7,0.9821,1.12,0.9971,1.103,0.8267,1.331
695,pulled,0.85,0.9821,1.12,0.9971,1.103,0.8267,1.331
694,not_pulled_EV,0.25,0.6255,1.759,0.7493,1.468,0.4029,2.73
694,not_pulled_EV,0.4,0.6669,1.65,0.7879,1.396,0.4465,2.464
694,not_pulled_EV,0.55,0.7042,1.562,0.8235,1.336,0.4855,2.266
694,not_pulled_EV,0.7,0.7376,1.491,0.8547,1.287,0.5212,2.111
