R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
900,not_pulled_EV,0.25,0.6742,1.632,0.8139,1.352,0.4073,2.701
900,not_pulled_EV,0.4,0.7004,1.571,0.84,1.31,0.4388,2.507
900,not_pulled_EV,0.55,0.7253,1.517,0.8641,1.273,0.4691,2.345
900,not_pulled_EV,0.7,0.7479,1.471,0.8867,1.241,0.4972,2.212
900,not_pulled_EV,0.85,0.7695,1.429,0.9082,1.211,0.526,2.091
900,not_pulled_PP,0.25,0.6683,1.646,0.8203,1.341,0.3845,2.861
900,not_pulled_PP,0.4,0.6937,1.586,0.8454,1.301,0.4158,2.646
900,not_pulled_PP,0.55,0.7176,1.533,0.8683,1.267,0.4447,2.474
900,not_pulled_PP,0.7,0.7394,1.488,0.8899,1.236,0.4719,2.331
900,not_pulled_PP,0.85,0.7608,1.446,0.9112,1.207,0.5009,2.196
900,pulled,0.25,0.9693,1.135,0.9938,1.107,0.7918,1.389
900,pulled,0.4,0.9693,1.135,0.9938,1.107,0.7918,1.389
900,pulled,0.55,0.9693,1.135,0.9938,1.107,0.7918,1.389
900,pulled,0.7,0.9693,1.135,0.9938,1.107,0.7918,1.389
900,pulled,0.85,0.9693,1.135,0.9938,1.107,0.7918,1.389
899,not_pulled_EV,0.25,0.6739,1.632,0.8136,1.352,0.4072,2.701
899,not_pulled_EV,0.4,0.7002,1.571,0.8397,1.31,0.4387,2.507
899,not_pulled_EV,0.55,0.7251,1.517,0.8639,1.273,0.469,2.345
899,not_pulled_EV,0.7,0.7477,1.471,0.8865,1.241,0.4971,2.213
899,not_pulled_EV,0.85,0.7694,1.43,0.908,1.211,0.5259,2.092
899,not_pulled_PP,0.25,0.668,1.647,0.82,1.342,0.3844,2.862
899,not_pulled_PP,0.4,0.6934,1.586,0.8451,1.302,0.4157,2.646
899,not_pulled_PP,0.55,0.7174,1.533,0.8681,1.267,0.4446,2.474
899,not_pulled_PP,0.7,0.7392,1.488,0.8897,1.236,0.4718,2.331
899,not_pulled_PP,0.85,0.7607,1.446,0.911,1.207,0.5009,2.196
899,pulled,0.25,0.9692,1.135,0.9938,1.107,0.7918,1.389
899,pulled,0.4,0.9692,1.135,0.9938,1.107,0.7918,1.389
899,pulled,0.55,0.9692,1.135,0.9938,1.107,0.7918,1.389
899,pulled,0.7,0.9692,1.135,0.9938,1.107,0.7918,1.389
899,pulled,0.85,0.9692,1.135,0.9938,1.107,0.7918,1.389
898,not_pulled_EV,0.25,0.6736,1.633,0.8132,1.353,0.4071,2.702
898,not_pulled_EV,0.4,0.6999,1.572,0.8394,1.31,0.4386,2.508
898,not_pulled_EV,0.55,0.7248,1.518,0.8636,1.274,0.4689,2.346
898,not_pulled_EV,0.7,0.7476,1.471,0.8863,1.241,0.4971,2.213
898,not_pulled_EV,0.85,0.7692,1.43,0.9079,1.212,0.5259,2.092
898,not_pulled_PP,0.25,0.6677,1.647,0.8196,1.342,0.3843,2.862
898,not_pulled_PP,0.4,0.6932,1.587,0.8448,1.302,0.4156,2.647
898,not_pulled_PP,0.55,0.7171,1.534,0.8678,1.268,0.4445,2.475
898,not_pulled_PP,0.7,0.739,1.488,0.8895,1.237,0.4718,2.331
898,not_pulled_PP,0.85,0.7605,1.446,0.9109,1.208,0.5008,2.196
898,pulled,0.25,0.9691,1.135,0.9937,1.107,0.7918,1.389
898,pulled,0.4,0.9691,1.135,0.9937,1.107,0.7918,1.389
898,pulled,0.55,0.9691,1.135,0.9937,1.107,0.7918,1.389
898,pulled,0.7,0.9691,1.135,0.9937,1.107,0.7918,1.389
898,pulled,0.85,0.9691,1.135,0.9937,1.107,0.7918,1.389
897,not_pulled_EV,0.25,0.6733,1.634,0.8129,1.353,0.407,2.703
897,not_pulled_EV,0.4,0.6996,1.572,0.8391,1.311,0.4385,2.508
897,not_pulled_EV,0.55,0.7246,1.518,0.8634,1.274,0.4688,2.346
897,not_pulled_EV,0.7,0.7474,1.472,0.8861,1.241,0.497,2.213
897,not_pulled_EV,0.85,0.7691,1.43,0.9077,1.212,0.5258,2.092
897,not_pulled_PP,0.25,0.6674,1.648,0.8193,1.343,0.3842,2.863
897,not_pulled_PP,0.4,0.6929,1.587,0.8445,1.302,0.4156,2.647
897,not_pulled_PP,0.55,0.7169,1.534,0.8676,1.268,0.4444,2.475
897,not_pulled_PP,0.7,0.7389,1.489,0.8893,1.237,0.4718,2.332
897,not_pulled_PP,0.85,0.7604,1.447,0.9107,1.208,0.5008,2.197
897,pulled,0.25,0.969,1.135,0.9937,1.107,0.7918,1.389
897,pulled,0.4,0.969,1.135,0.9937,1.107,0.7918,1.389
897,pulled,0.55,0.969,1.135,0.9937,1.107,0.7918,1.389
897,pulled,0.7,0.969,1.135,0.9937,1.107,0.7918,1.389
897,pulled,0.85,0.969,1.135,0.9937,1.107,0.7918,1.389
896,not_pulled_EV,0.25,0.6731,1.634,0.8126,1.354,0.4069,2.703
896,not_pulled_EV,0.4,0.6994,1.573,0.8389,1.311,0.4385,2.509
896,not_pulled_EV,0.55,0.7244,1.518,0.8631,1.274,0.4687,2.347
896,not_pulled_EV,0.7,0.7472,1.472,0.8859,1.242,0.4969,2.214
896,not_pulled_EV,0.85,0.769,1.43,0.9076,1.212,0.5257,2.092
896,not_pulled_PP,0.25,0.6671,1.649,0.819,1.343,0.3841,2.864
896,not_pulled_PP,0.4,0.6927,1.588,0.8442,1.303,0.4155,2.648
896,not_pulled_PP,0.55,0.7167,1.535,0.8673,1.268,0.4443,2.476
896,not_pulled_PP,0.7,0.7387,1.489,0.8891,1.237,0.4717,2.332
896,not_pulled_PP,0.85,0.7602,1.447,0.9106,1.208,0.5007,2.197
896,pulled,0.25,0.9689,1.135,0.9936,1.107,0.7917,1.389
896,pulled,0.4,0.9689,1.135,0.9936,1.107,0.7917,1.389
896,pulled,0.55,0.9689,1.135,0.9936,1.107,0.7917,1.389
896,pulled,0.7,0.9689,1.135,0.9936,1.107,0.7917,1.389
896,pulled,0.85,0.9689,1.135,0.9936,1.107,0.7918,1.389
895,not_pulled_EV,0.25,0.6728,1.635,0.8123,1.354,0.4068,2.704
895,not_pulled_EV,0.4,0.6992,1.573,0.8386,1.312,0.4384,2.509
895,not_pulled_EV,0.55,0.7242,1.519,0.8629,1.275,0.4686,2.347
895,not_pulled_EV,0.7,0.7471,1.472,0.8857,1.242,0.4969,2.214
895,not_pulled_EV,0.85,0.7689,1.431,0.9074,1.212,0.5256,2.093
895,not_pulled_PP,0.25,0.6668,1.65,0.8186,1.344,0.384,2.864
895,not_pulled_PP,0.4,0.6924,1.589,0.8439,1.303,0.4154,2.648
895,not_pulled_PP,0.55,0.7165,1.535,0.8671,1.269,0.4442,2.476
895,not_pulled_PP,0.7,0.7385,1.49,0.8889,1.237,0.4717,2.332
895,not_pulled_PP,0.85,0.7601,1.447,0.9104,1.208,0.5007,2.197
895,pulled,0.25,0.9688,1.135,0.9936,1.107,0.7917,1.389
895,pulled,0.4,0.9688,1.135,0.9936,1.107,0.7917,1.389
895,pulled,0.55,0.9688,1.135,0.9936,1.107,0.7917,1.389
895,pulled,0.7,0.9688,1.135,0.9936,1.107,0.7917,1.389
895,pulled,0.85,0.9688,1.135,0.9936,1.107,0.7917,1.389
894,not_pulled_EV,0.25,0.6725,1.636,0.8119,1.355,0.4067,2.705
894,not_pulled_EV,0.4,0.6989,1.574,0.8383,1.312,0.4383,2.51
894,not_pulled_EV,0.55,0.7239,1.519,0.8626,1.275,0.4685,2.348
894,not_pulled_EV,0.7,0.7469,1.473,0.8855,1.242,0.4968,2.214
894,not_pulled_EV,0.85,0.7687,1.431,0.9072,1.212,0.5256,2.093
894,not_pulled_PP,0.25,0.6665,1.65,0.8183,1.344,0.3839,2.865
894,not_pulled_PP,0.4,0.6921,1.589,0.8437,1.304,0.4153,2.649
894,not_pulled_PP,0.55,0.7162,1.536,0.8668,1.269,0.4442,2.477
894,not_pulled_PP,0.7,0.7383,1.49,0.8887,1.238,0.4716,2.332
894,not_pulled_PP,0.85,0.7599,1.448,0.9102,1.208,0.5006,2.197
894,pulled,0.25,0.9688,1.135,0.9935,1.107,0.7917,1.389
894,pulled,0.4,0.9688,1.135,0.9935,1.107,0.7917,1.389
894,pulled,0.55,0.9688,1.135,0.9935,1.107,0.7917,1.389
894,pulled,0.7,0.9688,1.135,0.9935,1.107,0.7917,1.389
894,pulled,0.85,0.9688,1.135,0.9936,1.107,0.7917,1.389
893,not_pulled_EV,0.25,0.6722,1.636,0.8116,1.355,0.4066,2.706
893,not_pulled_EV,0.4,0.6986,1.574,0.838,1.313,0.4382,2.51
893,not_pulled_EV,0.55,0.7237,1.52,0.8624,1.276,0.4684,2.348
893,not_pulled_EV,0.7,0.7467,1.473,0.8853,1.243,0.4967,2.215
893,not_pulled_EV,0.85,0.7686,1.431,0.9071,1.213,0.5255,2.093
893,not_pulled_PP,0.25,0.6662,1.651,0.818,1.345,0.3838,2.866
893,not_pulled_PP,0.4,0.6919,1.59,0.8434,1.304,0.4152,2.649
893,not_pulled_PP,0.55,0.716,1.536,0.8666,1.269,0.4441,2.477
893,not_pulled_PP,0.7,0.7381,1.49,0.8885,1.238,0.4715,2.333
893,not_pulled_PP,0.85,0.7598,1.448,0.9101,1.209,0.5006,2.198
893,pulled,0.25,0.9687,1.136,0.9935,1.107,0.7917,1.389
893,pulled,0.4,0.9687,1.136,0.9935,1.107,0.7917,1.389
893,pulled,0.55,0.9687,1.136,0.9935,1.107,0.7917,1.389
893,pulled,0.7,0.9687,1.136,0.9935,1.107,0.7917,1.389
893,pulled,0.85,0.9687,1.136,0.9935,1.107,0.7917,1.389
892,not_pulled_EV,0.25,0.6719,1.637,0.8113,1.356,0.4065,2.706
892,not_pulled_EV,0.4,0.6984,1.575,0.8377,1.313,0.4381,2.511
892,not_pulled_EV,0.55,0.7235,1.52,0.8621,1.276,0.4683,2.349
892,not_pulled_EV,0.7,0.7466,1.473,0.8851,1.243,0.4966,2.215
892,not_pulled_EV,0.85,0.7685,1.431,0.9069,1.213,0.5254,2.093
892,not_pulled_PP,0.25,0.6659,1.652,0.8177,1.345,0.3837,2.867
892,not_pulled_PP,0.4,0.6916,1.59,0.8431,1.305,0.4152,2.65
892,not_pulled_PP,0.55,0.7158,1.537,0.8663,1.27,0.444,2.478
892,not_pulled_PP,0.7,0.738,1.491,0.8883,1.238,0.4715,2.333
892,not_pulled_PP,0.85,0.7596,1.448,0.9099,1.209,0.5005,2.198
892,pulled,0.25,0.9686,1.136,0.9934,1.107,0.7917,1.389
892,pulled,0.4,0.9686,1.136,0.9934,1.107,0.7917,1.389
892,pulled,0.55,0.9686,1.136,0.9934,1.107,0.7917,1.389
892,pulled,0.7,0.9686,1.136,0.9934,1.107,0.7917,1.389
892,pulled,0.85,0.9686,1.136,0.9935,1.107,0.7917,1.389
891,not_pulled_EV,0.25,0.6716,1.638,0.811,1.356,0.4064,2.707
891,not_pulled_EV,0.4,0.6982,1.576,0.8374,1.314,0.438,2.511
891,not_pulled_EV,0.55,0.7233,1.521,0.8619,1.276,0.4682,2.349
891,not_pulled_EV,0.7,0.7464,1.474,0.8849,1.243,0.4966,2.215
891,not_pulled_EV,0.85,0.7683,1.432,0.9068,1.213,0.5254,2.094
891,not_pulled_PP,0.25,0.6656,1.653,0.8173,1.346,0.3836,2.867
891,not_pulled_PP,0.4,0.6914,1.591,0.8428,1.305,0.4151,2.65
891,not_pulled_PP,0.55,0.7155,1.537,0.8661,1.27,0.4439,2.478
891,not_pulled_PP,0.7,0.7378,1.491,0.8881,1.239,0.4714,2.333
891,not_pulled_PP,0.85,0.7595,1.448,0.9098,1.209,0.5005,2.198
891,pulled,0.25,0.9685,1.136,0.9934,1.107,0.7917,1.389
891,pulled,0.4,0.9685,1.136,0.9934,1.107,0.7917,1.389
891,pulled,0.55,0.9685,1.136,0.9934,1.107,0.7917,1.389
891,pulled,0.7,0.9685,1.136,0.9934,1.107,0.7917,1.389
891,pulled,0.85,0.9685,1.136,0.9934,1.107,0.7917,1.389
890,not_pulled_EV,0.25,0.6714,1.638,0.8106,1.357,0.4062,2.708
890,not_pulled_EV,0.4,0.6979,1.576,0.8372,1.314,0.438,2.512
890,not_pulled_EV,0.55,0.723,1.521,0.8617,1.277,0.4681,2.35
890,not_pulled_EV,0.7,0.7463,1.474,0.8847,1.243,0.4965,2.216
890,not_pulled_EV,0.85,0.7682,1.432,0.9066,1.213,0.5253,2.094
890,not_pulled_PP,0.25,0.6653,1.653,0.817,1.346,0.3836,2.868
890,not_pulled_PP,0.4,0.6911,1.592,0.8425,1.306,0.415,2.651
890,not_pulled_PP,0.55,0.7153,1.538,0.8659,1.27,0.4438,2.479
890,not_pulled_PP,0.7,0.7376,1.491,0.888,1.239,0.4714,2.333
890,not_pulled_PP,0.85,0.7593,1.449,0.9096,1.209,0.5004,2.198
890,pulled,0.25,0.9684,1.136,0.9933,1.107,0.7916,1.39
890,pulled,0.4,0.9684,1.136,0.9933,1.107,0.7916,1.39
890,pulled,0.55,0.9684,1.136,0.9933,1.107,0.7916,1.39
890,pulled,0.7,0.9684,1.136,0.9933,1.107,0.7916,1.39
890,pulled,0.85,0.9684,1.136,0.9934,1.107,0.7917,1.389
889,not_pulled_EV,0.25,0.6711,1.639,0.8103,1.357,0.4061,2.708
889,not_pulled_EV,0.4,0.6976,1.577,0.8369,1.314,0.4379,2.512
889,not_pulled_EV,0.55,0.7228,1.522,0.8614,1.277,0.468,2.35
889,not_pulled_EV,0.7,0.7461,1.474,0.8845,1.244,0.4964,2.216
889,not_pulled_EV,0.85,0.7681,1.432,0.9064,1.214,0.5252,2.094
889,not_pulled_PP,0.25,0.6651,1.654,0.8167,1.347,0.3835,2.869
889,not_pulled_PP,0.4,0.6908,1.592,0.8422,1.306,0.4149,2.651
889,not_pulled_PP,0.55,0.7151,1.538,0.8656,1.271,0.4437,2.479
889,not_pulled_PP,0.7,0.7374,1.492,0.8878,1.239,0.4713,2.334
889,not_pulled_PP,0.85,0.7591,1.449,0.9094,1.21,0.5003,2.198
889,pulled,0.25,0.9683,1.136,0.9933,1.107,0.7916,1.39
889,pulled,0.4,0.9683,1.136,0.9933,1.107,0.7916,1.39
889,pulled,0.55,0.9683,1.136,0.9933,1.107,0.7916,1.39
889,pulled,0.7,0.9683,1.136,0.9933,1.107,0.7916,1.39
889,pulled,0.85,0.9683,1.136,0.9934,1.107,0.7917,1.389
888,not_pulled_EV,0.25,0.6708,1.64,0.81,1.358,0.406,2.709
888,not_pulled_EV,0.4,0.6974,1.577,0.8366,1.315,0.4378,2.513
888,not_pulled_EV,0.55,0.7226,1.522,0.8612,1.277,0.4679,2.351
888,not_pulled_EV,0.7,0.7459,1.475,0.8843,1.244,0.4964,2.216
888,not_pulled_EV,0.85,0.7679,1.432,0.9063,1.214,0.5252,2.095
888,not_pulled_PP,0.25,0.6648,1.655,0.8163,1.347,0.3834,2.869
888,not_pulled_PP,0.4,0.6906,1.593,0.8419,1.307,0.4148,2.652
888,not_pulled_PP,0.55,0.7148,1.539,0.8654,1.271,0.4436,2.48
888,not_pulled_PP,0.7,0.7372,1.492,0.8876,1.239,0.4713,2.334
888,not_pulled_PP,0.85,0.759,1.449,0.9093,1.21,0.5003,2.199
888,pulled,0.25,0.9682,1.136,0.9933,1.107,0.7916,1.39
888,pulled,0.4,0.9682,1.136,0.9933,1.107,0.7916,1.39
888,pulled,0.55,0.9682,1.136,0.9933,1.107,0.7916,1.39
888,pulled,0.7,0.9682,1.136,0.9933,1.107,0.7916,1.39
888,pulled,0.85,0.9682,1.136,0.9933,1.107,0.7917,1.389
887,not_pulled_EV,0.25,0.6705,1.641,0.8097,1.359,0.4059,2.71
887,not_pulled_EV,0.4,0.6972,1.578,0.8363,1.315,0.4377,2.513
887,not_pulled_EV,0.55,0.7224,1.523,0.8609,1.278,0.4678,2.351
887,not_pulled_EV,0.7,0.7458,1.475,0.8841,1.244,0.4963,2.216
887,not_pulled_EV,0.85,0.7678,1.433,0.9061,1.214,0.5251,2.095
887,not_pulled_PP,0.25,0.6645,1.655,0.816,1.348,0.3833,2.87
887,not_pulled_PP,0.4,0.6903,1.593,0.8416,1.307,0.4148,2.652
887,not_pulled_PP,0.55,0.7146,1.539,0.8651,1.272,0.4435,2.48
887,not_pulled_PP,0.7,0.7371,1.492,0.8874,1.24,0.4713,2.334
887,not_pulled_PP,0.85,0.7589,1.45,0.9091,1.21,0.5002,2.199
887,pulled,0.25,0.9681,1.136,0.9932,1.108,0.7916,1.39
887,pulled,0.4,0.9681,1.136,0.9932,1.108,0.7916,1.39
887,pulled,0.55,0.9681,1.136,0.9932,1.108,0.7916,1.39
887,pulled,0.7,0.9681,1.136,0.9932,1.108,0.7916,1.39
887,pulled,0.85,0.9681,1.136,0.9933,1.107,0.7917,1.389
886,not_pulled_EV,0.25,0.6702,1.641,0.8094,1.359,0.4058,2.71
886,not_pulled_EV,0.4,0.6969,1.578,0.836,1.316,0.4376,2.514
886,not_pulled_EV,0.55,0.7221,1.523,0.8607,1.278,0.4677,2.352
886,not_pulled_EV,0.7,0.7456,1.475,0.8839,1.244,0.4962,2.217
886,not_pulled_EV,0.85,0.7677,1.433,0.906,1.214,0.525,2.095
886,not_pulled_PP,0.25,0.6642,1.656,0.8157,1.349,0.3832,2.871
886,not_pulled_PP,0.4,0.6901,1.594,0.8413,1.307,0.4147,2.653
886,not_pulled_PP,0.55,0.7144,1.54,0.8649,1.272,0.4434,2.481
886,not_pulled_PP,0.7,0.7369,1.493,0.8872,1.24,0.4712,2.334
886,not_pulled_PP,0.85,0.7587,1.45,0.909,1.21,0.5002,2.199
886,pulled,0.25,0.968,1.136,0.9932,1.108,0.7916,1.39
886,pulled,0.4,0.968,1.136,0.9932,1.108,0.7916,1.39
886,pulled,0.55,0.968,1.136,0.9932,1.108,0.7916,1.39
886,pulled,0.7,0.968,1.136,0.9932,1.108,0.7916,1.39
886,pulled,0.85,0.968,1.136,0.9932,1.107,0.7917,1.389
885,not_pulled_EV,0.25,0.6699,1.642,0.809,1.36,0.4057,2.711
885,not_pulled_EV,0.4,0.6966,1.579,0.8357,1.316,0.4375,2.514
885,not_pulled_EV,0.55,0.7219,1.524,0.8604,1.278,0.4676,2.352
885,not_pulled_EV,0.7,0.7454,1.476,0.8837,1.245,0.4961,2.217
885,not_pulled_EV,0.85,0.7675,1.433,0.9058,1.214,0.525,2.095
885,not_pulled_PP,0.25,0.6639,1.657,0.8154,1.349,0.3831,2.872
885,not_pulled_PP,0.4,0.6898,1.595,0.8411,1.308,0.4146,2.653
885,not_pulled_PP,0.55,0.7141,1.54,0.8646,1.272,0.4434,2.481
885,not_pulled_PP,0.7,0.7367,1.493,0.887,1.24,0.4711,2.335
885,not_pulled_PP,0.85,0.7586,1.45,0.9088,1.21,0.5001,2.199
885,pulled,0.25,0.968,1.136,0.9931,1.108,0.7916,1.39
885,pulled,0.4,0.968,1.136,0.9931,1.108,0.7916,1.39
885,pulled,0.55,0.968,1.136,0.9931,1.108,0.7916,1.39
885,pulled,0.7,0.968,1.136,0.9931,1.108,0.7916,1.39
885,pulled,0.85,0.968,1.136,0.9932,1.108,0.7916,1.39
884,not_pulled_EV,0.25,0.6696,1.643,0.8087,1.36,0.4056,2.712
884,not_pulled_EV,0.4,0.6964,1.58,0.8354,1.317,0.4374,2.515
884,not_pulled_EV,0.55,0.7217,1.524,0.8602,1.279,0.4675,2.353
884,not_pulled_EV,0.7,0.7453,1.476,0.8835,1.245,0.4961,2.217
884,not_pulled_EV,0.85,0.7674,1.433,0.9056,1.215,0.5249,2.096
884,not_pulled_PP,0.25,0.6636,1.658,0.815,1.35,0.383,2.872
884,not_pulled_PP,0.4,0.6895,1.595,0.8408,1.308,0.4145,2.654
884,not_pulled_PP,0.55,0.7139,1.541,0.8644,1.273,0.4433,2.482
884,not_pulled_PP,0.7,0.7365,1.494,0.8868,1.24,0.4711,2.335
884,not_pulled_PP,0.85,0.7584,1.45,0.9086,1.211,0.5001,2.2
884,pulled,0.25,0.9679,1.137,0.9931,1.108,0.7916,1.39
884,pulled,0.4,0.9679,1.137,0.9931,1.108,0.7916,1.39
884,pulled,0.55,0.9679,1.137,0.9931,1.108,0.7916,1.39
884,pulled,0.7,0.9679,1.137,0.9931,1.108,0.7916,1.39
884,pulled,0.85,0.9679,1.137,0.9932,1.108,0.7916,1.39
883,not_pulled_EV,0.25,0.6694,1.643,0.8084,1.361,0.4055,2.713
883,not_pulled_EV,0.4,0.6962,1.58,0.8352,1.317,0.4374,2.515
883,not_pulled_EV,0.55,0.7215,1.525,0.8599,1.279,0.4674,2.353
883,not_pulled_EV,0.7,0.7451,1.476,0.8833,1.245,0.496,2.218
883,not_pulled_EV,0.85,0.7673,1.434,0.9055,1.215,0.5248,2.096
883,not_pulled_PP,0.25,0.6633,1.658,0.8147,1.35,0.3829,2.873
883,not_pulled_PP,0.4,0.6893,1.596,0.8405,1.309,0.4144,2.654
883,not_pulled_PP,0.55,0.7137,1.541,0.8641,1.273,0.4432,2.482
883,not_pulled_PP,0.7,0.7363,1.494,0.8866,1.241,0.471,2.335
883,not_pulled_PP,0.85,0.7582,1.451,0.9085,1.211,0.5,2.2
883,pulled,0.25,0.9678,1.137,0.993,1.108,0.7915,1.39
883,pulled,0.4,0.9678,1.137,0.993,1.108,0.7915,1.39
883,pulled,0.55,0.9678,1.137,0.993,1.108,0.7915,1.39
883,pulled,0.7,0.9678,1.137,0.993,1.108,0.7915,1.39
883,pulled,0.85,0.9678,1.137,0.9931,1.108,0.7916,1.39
882,not_pulled_EV,0.25,0.6691,1.644,0.8081,1.361,0.4054,2.713
882,not_pulled_EV,0.4,0.6959,1.581,0.8349,1.318,0.4373,2.516
882,not_pulled_EV,0.55,0.7212,1.525,0.8597,1.28,0.4673,2.354
882,not_pulled_EV,0.7,0.7449,1.477,0.8831,1.246,0.4959,2.218
882,not_pulled_EV,0.85,0.7672,1.434,0.9053,1.215,0.5247,2.096
882,not_pulled_PP,0.25,0.663,1.659,0.8144,1.351,0.3828,2.874
882,not_pulled_PP,0.4,0.689,1.596,0.8402,1.309,0.4144,2.655
882,not_pulled_PP,0.55,0.7135,1.542,0.8639,1.273,0.4431,2.483
882,not_pulled_PP,0.7,0.7362,1.494,0.8864,1.241,0.471,2.335
882,not_pulled_PP,0.85,0.7581,1.451,0.9083,1.211,0.5,2.2
882,pulled,0.25,0.9677,1.137,0.993,1.108,0.7915,1.39
882,pulled,0.4,0.9677,1.137,0.993,1.108,0.7915,1.39
882,pulled,0.55,0.9677,1.137,0.993,1.108,0.7915,1.39
882,pulled,0.7,0.9677,1.137,0.993,1.108,0.7915,1.39
882,pulled,0.85,0.9677,1.137,0.9931,1.108,0.7916,1.39
881,not_pulled_EV,0.25,0.6688,1.645,0.8077,1.362,0.4053,2.714
881,not_pulled_EV,0.4,0.6956,1.581,0.8346,1.318,0.4372,2.516
881,not_pulled_EV,0.55,0.721,1.526,0.8594,1.28,0.4672,2.354
881,not_pulled_EV,0.7,0.7448,1.477,0.8829,1.246,0.4959,2.218
881,not_pulled_EV,0.85,0.767,1.434,0.9052,1.215,0.5247,2.097
881,not_pulled_PP,0.25,0.6627,1.66,0.814,1.351,0.3827,2.874
881,not_pulled_PP,0.4,0.6888,1.597,0.8399,1.31,0.4143,2.655
881,not_pulled_PP,0.55,0.7132,1.542,0.8636,1.274,0.443,2.483
881,not_pulled_PP,0.7,0.736,1.495,0.8862,1.241,0.4709,2.336
881,not_pulled_PP,0.85,0.758,1.451,0.9082,1.211,0.5,2.2
881,pulled,0.25,0.9676,1.137,0.9929,1.108,0.7915,1.39
881,pulled,0.4,0.9676,1.137,0.9929,1.108,0.7915,1.39
881,pulled,0.55,0.9676,1.137,0.9929,1.108,0.7915,1.39
881,pulled,0.7,0.9676,1.137,0.9929,1.108,0.7915,1.39
881,pulled,0.85,0.9676,1.137,0.993,1.108,0.7916,1.39
880,not_pulled_EV,0.25,0.6685,1.645,0.8074,1.362,0.4052,2.715
880,not_pulled_EV,0.4,0.6954,1.582,0.8343,1.318,0.4371,2.517
880,not_pulled_EV,0.55,0.7208,1.526,0.8592,1.28,0.4671,2.355
880,not_pulled_EV,0.7,0.7446,1.477,0.8827,1.246,0.4958,2.219
880,not_pulled_EV,0.85,0.7669,1.434,0.905,1.215,0.5246,2.097
880,not_pulled_PP,0.25,0.6624,1.661,0.8137,1.352,0.3826,2.875
880,not_pulled_PP,0.4,0.6885,1.598,0.8396,1.31,0.4142,2.656
880,not_pulled_PP,0.55,0.713,1.543,0.8634,1.274,0.4429,2.484
880,not_pulled_PP,0.7,0.7358,1.495,0.886,1.242,0.4709,2.336
880,not_pulled_PP,0.85,0.7578,1.452,0.908,1.211,0.4999,2.2
880,pulled,0.25,0.9675,1.137,0.9929,1.108,0.7915,1.39
880,pulled,0.4,0.9675,1.137,0.9929,1.108,0.7915,1.39
880,pulled,0.55,0.9675,1.137,0.9929,1.108,0.7915,1.39
880,pulled,0.7,0.9675,1.137,0.9929,1.108,0.7915,1.39
880,pulled,0.85,0.9675,1.137,0.993,1.108,0.7916,1.39
879,not_pulled_EV,0.25,0.6681,1.646,0.807,1.363,0.4051,2.715
879,not_pulled_EV,0.4,0.6951,1.583,0.834,1.319,0.4371,2.517
879,not_pulled_EV,0.55,0.7205,1.527,0.8589,1.281,0.4672,2.355
879,not_pulled_EV,0.7,0.7444,1.478,0.8825,1.246,0.4959,2.218
879,not_pulled_EV,0.85,0.7667,1.435,0.9049,1.216,0.5247,2.096
879,not_pulled_PP,0.25,0.662,1.662,0.8133,1.352,0.3825,2.876
879,not_pulled_PP,0.4,0.6882,1.598,0.8393,1.311,0.4142,2.656
879,not_pulled_PP,0.55,0.7127,1.543,0.8632,1.274,0.4429,2.483
879,not_pulled_PP,0.7,0.7356,1.495,0.8859,1.242,0.471,2.335
879,not_pulled_PP,0.85,0.7576,1.452,0.9079,1.212,0.5,2.2
879,pulled,0.25,0.9674,1.137,0.9929,1.108,0.7914,1.39
879,pulled,0.4,0.9674,1.137,0.9929,1.108,0.7914,1.39
879,pulled,0.55,0.9674,1.137,0.9929,1.108,0.7914,1.39
879,pulled,0.7,0.9674,1.137,0.9929,1.108,0.7914,1.39
879,pulled,0.85,0.9674,1.137,0.993,1.108,0.7915,1.39
878,not_pulled_EV,0.25,0.6677,1.647,0.8066,1.364,0.405,2.716
878,not_pulled_EV,0.4,0.6947,1.583,0.8336,1.32,0.4371,2.516
878,not_pulled_EV,0.55,0.7202,1.527,0.8586,1.281,0.4672,2.354
878,not_pulled_EV,0.7,0.7442,1.478,0.8823,1.247,0.496,2.218
878,not_pulled_EV,0.85,0.7666,1.435,0.9047,1.216,0.5249,2.096
878,not_pulled_PP,0.25,0.6617,1.662,0.813,1.353,0.3824,2.877
878,not_pulled_PP,0.4,0.6878,1.599,0.839,1.311,0.4142,2.656
878,not_pulled_PP,0.55,0.7124,1.544,0.8629,1.275,0.443,2.483
878,not_pulled_PP,0.7,0.7354,1.496,0.8857,1.242,0.4711,2.335
878,not_pulled_PP,0.85,0.7574,1.452,0.9078,1.212,0.5001,2.2
878,pulled,0.25,0.9674,1.137,0.9928,1.108,0.7914,1.39
878,pulled,0.4,0.9674,1.137,0.9928,1.108,0.7914,1.39
878,pulled,0.55,0.9674,1.137,0.9928,1.108,0.7914,1.39
878,pulled,0.7,0.9674,1.137,0.9928,1.108,0.7914,1.39
878,pulled,0.85,0.9674,1.137,0.9929,1.108,0.7915,1.39
877,not_pulled_EV,0.25,0.6673,1.648,0.8062,1.364,0.4049,2.716
877,not_pulled_EV,0.4,0.6944,1.584,0.8333,1.32,0.4371,2.516
