R,state,tier,P_leader_ge1_prob,P_leader_ge1_line10,P_total_ge1_prob,P_total_ge1_line10,P_margin_ge4_prob,P_margin_ge4_line10
496,not_pulled_PP,0.4,0.5446,2.02,0.6929,1.588,0.3721,2.956
496,not_pulled_PP,0.55,0.5965,1.844,0.7439,1.479,0.4218,2.608
496,not_pulled_PP,0.7,0.6434,1.71,0.7902,1.392,0.4687,2.347
496,not_pulled_PP,0.85,0.6859,1.604,0.8316,1.323,0.5102,2.156
496,pulled,0.25,0.888,1.239,0.9566,1.15,0.7269,1.513
496,pulled,0.4,0.888,1.239,0.9566,1.15,0.7269,1.513
496,pulled,0.55,0.888,1.239,0.9566,1.15,0.7269,1.513
496,pulled,0.7,0.888,1.239,0.9566,1.15,0.7269,1.513
496,pulled,0.85,0.888,1.239,0.9566,1.15,0.7269,1.513
495,not_pulled_EV,0.25,0.4842,2.272,0.6147,1.789,0.339,3.245
495,not_pulled_EV,0.4,0.5393,2.04,0.6705,1.641,0.3902,2.819
495,not_pulled_EV,0.55,0.5906,1.863,0.7218,1.524,0.439,2.506
495,not_pulled_EV,0.7,0.6391,1.721,0.77,1.429,0.4868,2.26
495,not_pulled_EV,0.85,0.6831,1.61,0.8142,1.351,0.5301,2.075
495,not_pulled_PP,0.25,0.4883,2.253,0.6363,1.729,0.3194,3.444
495,not_pulled_PP,0.4,0.5444,2.02,0.6927,1.588,0.3724,2.954
495,not_pulled_PP,0.55,0.5965,1.844,0.7439,1.479,0.4222,2.605
495,not_pulled_PP,0.7,0.6435,1.709,0.7902,1.392,0.469,2.345
495,not_pulled_PP,0.85,0.686,1.604,0.8316,1.323,0.5106,2.154
495,pulled,0.25,0.8875,1.239,0.9564,1.15,0.7266,1.514
495,pulled,0.4,0.8875,1.239,0.9564,1.15,0.7266,1.514
495,pulled,0.55,0.8875,1.239,0.9564,1.15,0.7266,1.514
495,pulled,0.7,0.8875,1.239,0.9564,1.15,0.7266,1.514
495,pulled,0.85,0.8875,1.239,0.9564,1.15,0.7267,1.514
494,not_pulled_EV,0.25,0.4836,2.274,0.6141,1.791,0.3386,3.248
494,not_pulled_EV,0.4,0.5387,2.042,0.67,1.642,0.39,2.821
494,not_pulled_EV,0.55,0.5902,1.864,0.7214,1.525,0.4389,2.506
494,not_pulled_EV,0.7,0.6387,1.722,0.7697,1.429,0.4866,2.26
494,not_pulled_EV,0.85,0.6827,1.611,0.8139,1.352,0.53,2.075
494,not_pulled_PP,0.25,0.4881,2.254,0.636,1.73,0.3195,3.443
494,not_pulled_PP,0.4,0.5443,2.021,0.6925,1.588,0.3726,2.952
494,not_pulled_PP,0.55,0.5965,1.844,0.7438,1.479,0.4226,2.603
494,not_pulled_PP,0.7,0.6436,1.709,0.7902,1.392,0.4694,2.343
494,not_pulled_PP,0.85,0.686,1.603,0.8316,1.323,0.511,2.153
494,pulled,0.25,0.8871,1.24,0.9561,1.15,0.7264,1.514
494,pulled,0.4,0.8871,1.24,0.9561,1.15,0.7264,1.514
494,pulled,0.55,0.8871,1.24,0.9561,1.15,0.7264,1.514
494,pulled,0.7,0.8871,1.24,0.9561,1.15,0.7264,1.514
494,pulled,0.85,0.8871,1.24,0.9562,1.15,0.7264,1.514
493,not_pulled_EV,0.25,0.483,2.277,0.6135,1.793,0.3383,3.252
493,not_pulled_EV,0.4,0.5381,2.044,0.6694,1.643,0.3897,2.823
493,not_pulled_EV,0.55,0.5898,1.865,0.721,1.526,0.4388,2.507
493,not_pulled_EV,0.7,0.6384,1.723,0.7693,1.43,0.4865,2.261
493,not_pulled_EV,0.85,0.6824,1.612,0.8136,1.352,0.5299,2.076
493,not_pulled_PP,0.25,0.4878,2.255,0.6357,1.73,0.3196,3.442
493,not_pulled_PP,0.4,0.5442,2.022,0.6924,1.589,0.3728,2.95
493,not_pulled_PP,0.55,0.5965,1.844,0.7437,1.479,0.423,2.601
493,not_pulled_PP,0.7,0.6437,1.709,0.7902,1.392,0.4698,2.342
493,not_pulled_PP,0.85,0.6861,1.603,0.8316,1.323,0.5113,2.151
493,pulled,0.25,0.8867,1.241,0.9559,1.151,0.7261,1.515
493,pulled,0.4,0.8867,1.241,0.9559,1.151,0.7261,1.515
493,pulled,0.55,0.8867,1.241,0.9559,1.151,0.7261,1.515
493,pulled,0.7,0.8867,1.241,0.9559,1.151,0.7261,1.515
493,pulled,0.85,0.8867,1.241,0.956,1.151,0.7261,1.515
492,not_pulled_EV,0.25,0.4824,2.28,0.6129,1.795,0.338,3.255
492,not_pulled_EV,0.4,0.5376,2.046,0.6689,1.644,0.3894,2.825
492,not_pulled_EV,0.55,0.5894,1.866,0.7206,1.526,0.4387,2.508
492,not_pulled_EV,0.7,0.638,1.724,0.7689,1.431,0.4864,2.262
492,not_pulled_EV,0.85,0.682,1.613,0.8133,1.353,0.5298,2.076
492,not_pulled_PP,0.25,0.4876,2.256,0.6355,1.731,0.3197,3.441
492,not_pulled_PP,0.4,0.544,2.022,0.6922,1.589,0.3731,2.948
492,not_pulled_PP,0.55,0.5965,1.844,0.7437,1.479,0.4233,2.598
492,not_pulled_PP,0.7,0.6438,1.709,0.7901,1.392,0.4701,2.34
492,not_pulled_PP,0.85,0.6862,1.603,0.8315,1.323,0.5117,2.15
492,pulled,0.25,0.8863,1.241,0.9557,1.151,0.7259,1.515
492,pulled,0.4,0.8863,1.241,0.9557,1.151,0.7259,1.515
492,pulled,0.55,0.8863,1.241,0.9557,1.151,0.7259,1.515
492,pulled,0.7,0.8863,1.241,0.9557,1.151,0.7259,1.515
492,pulled,0.85,0.8863,1.241,0.9558,1.151,0.7259,1.515
491,not_pulled_EV,0.25,0.4818,2.283,0.6123,1.797,0.3376,3.258
491,not_pulled_EV,0.4,0.537,2.048,0.6684,1.646,0.3892,2.827
491,not_pulled_EV,0.55,0.589,1.867,0.7202,1.527,0.4386,2.508
491,not_pulled_EV,0.7,0.6377,1.725,0.7685,1.431,0.4862,2.262
491,not_pulled_EV,0.85,0.6817,1.614,0.813,1.353,0.5297,2.077
491,not_pulled_PP,0.25,0.4873,2.257,0.6352,1.732,0.3198,3.44
491,not_pulled_PP,0.4,0.5439,2.023,0.692,1.59,0.3733,2.947
491,not_pulled_PP,0.55,0.5965,1.844,0.7436,1.479,0.4237,2.596
491,not_pulled_PP,0.7,0.6439,1.708,0.7901,1.392,0.4705,2.338
491,not_pulled_PP,0.85,0.6863,1.603,0.8315,1.323,0.512,2.148
491,pulled,0.25,0.8859,1.242,0.9555,1.151,0.7256,1.516
491,pulled,0.4,0.8859,1.242,0.9555,1.151,0.7256,1.516
491,pulled,0.55,0.8859,1.242,0.9555,1.151,0.7256,1.516
491,pulled,0.7,0.8859,1.242,0.9555,1.151,0.7256,1.516
491,pulled,0.85,0.8859,1.242,0.9556,1.151,0.7257,1.516
490,not_pulled_EV,0.25,0.4813,2.286,0.6117,1.798,0.3373,3.261
490,not_pulled_EV,0.4,0.5365,2.051,0.6679,1.647,0.3889,2.828
490,not_pulled_EV,0.55,0.5887,1.869,0.7198,1.528,0.4385,2.509
490,not_pulled_EV,0.7,0.6373,1.726,0.7681,1.432,0.4861,2.263
490,not_pulled_EV,0.85,0.6813,1.614,0.8126,1.354,0.5296,2.077
490,not_pulled_PP,0.25,0.4871,2.258,0.6349,1.733,0.3198,3.439
490,not_pulled_PP,0.4,0.5437,2.023,0.6919,1.59,0.3735,2.945
490,not_pulled_PP,0.55,0.5965,1.844,0.7435,1.479,0.4241,2.594
490,not_pulled_PP,0.7,0.644,1.708,0.7901,1.392,0.4708,2.336
490,not_pulled_PP,0.85,0.6864,1.603,0.8315,1.323,0.5124,2.147
490,pulled,0.25,0.8855,1.242,0.9553,1.151,0.7253,1.517
490,pulled,0.4,0.8855,1.242,0.9553,1.151,0.7253,1.517
490,pulled,0.55,0.8855,1.242,0.9553,1.151,0.7253,1.517
490,pulled,0.7,0.8855,1.242,0.9553,1.151,0.7253,1.517
490,pulled,0.85,0.8855,1.242,0.9554,1.151,0.7254,1.516
489,not_pulled_EV,0.25,0.4807,2.289,0.6111,1.8,0.337,3.264
489,not_pulled_EV,0.4,0.5359,2.053,0.6673,1.648,0.3886,2.83
489,not_pulled_EV,0.55,0.5883,1.87,0.7195,1.529,0.4384,2.509
489,not_pulled_EV,0.7,0.6369,1.727,0.7678,1.433,0.486,2.264
489,not_pulled_EV,0.85,0.681,1.615,0.8123,1.354,0.5295,2.077
489,not_pulled_PP,0.25,0.4869,2.259,0.6346,1.733,0.3199,3.438
489,not_pulled_PP,0.4,0.5435,2.024,0.6917,1.59,0.3738,2.943
489,not_pulled_PP,0.55,0.5965,1.844,0.7435,1.48,0.4245,2.591
489,not_pulled_PP,0.7,0.644,1.708,0.7901,1.392,0.4712,2.334
489,not_pulled_PP,0.85,0.6865,1.602,0.8315,1.323,0.5128,2.145
489,pulled,0.25,0.8851,1.243,0.9551,1.152,0.7251,1.517
489,pulled,0.4,0.8851,1.243,0.9551,1.152,0.7251,1.517
489,pulled,0.55,0.8851,1.243,0.9551,1.152,0.7251,1.517
489,pulled,0.7,0.8851,1.243,0.9551,1.152,0.7251,1.517
489,pulled,0.85,0.8851,1.243,0.9551,1.152,0.7251,1.517
488,not_pulled_EV,0.25,0.4801,2.291,0.6105,1.802,0.3366,3.268
488,not_pulled_EV,0.4,0.5353,2.055,0.6668,1.65,0.3884,2.832
488,not_pulled_EV,0.55,0.5879,1.871,0.7191,1.53,0.4383,2.51
488,not_pulled_EV,0.7,0.6366,1.728,0.7674,1.433,0.4858,2.264
488,not_pulled_EV,0.85,0.6807,1.616,0.812,1.355,0.5294,2.078
488,not_pulled_PP,0.25,0.4866,2.26,0.6343,1.734,0.32,3.437
488,not_pulled_PP,0.4,0.5434,2.024,0.6915,1.591,0.374,2.941
488,not_pulled_PP,0.55,0.5965,1.844,0.7434,1.48,0.4249,2.589
488,not_pulled_PP,0.7,0.6441,1.708,0.7901,1.392,0.4716,2.333
488,not_pulled_PP,0.85,0.6866,1.602,0.8315,1.323,0.5131,2.144
488,pulled,0.25,0.8847,1.243,0.9549,1.152,0.7248,1.518
488,pulled,0.4,0.8847,1.243,0.9549,1.152,0.7248,1.518
488,pulled,0.55,0.8847,1.243,0.9549,1.152,0.7248,1.518
488,pulled,0.7,0.8847,1.243,0.9549,1.152,0.7248,1.518
488,pulled,0.85,0.8847,1.243,0.9549,1.152,0.7249,1.517
487,not_pulled_EV,0.25,0.4795,2.294,0.6099,1.804,0.3363,3.271
487,not_pulled_EV,0.4,0.5348,2.057,0.6663,1.651,0.3881,2.834
487,not_pulled_EV,0.55,0.5875,1.872,0.7187,1.531,0.4382,2.51
487,not_pulled_EV,0.7,0.6362,1.729,0.767,1.434,0.4857,2.265
487,not_pulled_EV,0.85,0.6803,1.617,0.8117,1.355,0.5293,2.078
487,not_pulled_PP,0.25,0.4864,2.262,0.6341,1.735,0.3201,3.436
487,not_pulled_PP,0.4,0.5433,2.025,0.6913,1.591,0.3743,2.939
487,not_pulled_PP,0.55,0.5965,1.844,0.7434,1.48,0.4252,2.587
487,not_pulled_PP,0.7,0.6442,1.708,0.79,1.392,0.4719,2.331
487,not_pulled_PP,0.85,0.6867,1.602,0.8314,1.323,0.5135,2.142
487,pulled,0.25,0.8843,1.244,0.9547,1.152,0.7246,1.518
487,pulled,0.4,0.8843,1.244,0.9547,1.152,0.7246,1.518
487,pulled,0.55,0.8843,1.244,0.9547,1.152,0.7246,1.518
487,pulled,0.7,0.8843,1.244,0.9547,1.152,0.7246,1.518
487,pulled,0.85,0.8843,1.244,0.9547,1.152,0.7247,1.518
486,not_pulled_EV,0.25,0.4789,2.297,0.6093,1.805,0.336,3.274
486,not_pulled_EV,0.4,0.5342,2.059,0.6657,1.652,0.3878,2.836
486,not_pulled_EV,0.55,0.5871,1.874,0.7183,1.531,0.4381,2.511
486,not_pulled_EV,0.7,0.6359,1.73,0.7666,1.435,0.4856,2.265
486,not_pulled_EV,0.85,0.68,1.618,0.8114,1.356,0.5292,2.079
486,not_pulled_PP,0.25,0.4861,2.263,0.6338,1.736,0.3202,3.435
486,not_pulled_PP,0.4,0.5431,2.025,0.6912,1.592,0.3745,2.937
486,not_pulled_PP,0.55,0.5965,1.844,0.7433,1.48,0.4256,2.584
486,not_pulled_PP,0.7,0.6443,1.707,0.79,1.392,0.4723,2.329
486,not_pulled_PP,0.85,0.6868,1.602,0.8314,1.323,0.5138,2.141
486,pulled,0.25,0.8839,1.245,0.9545,1.152,0.7243,1.519
486,pulled,0.4,0.8839,1.245,0.9545,1.152,0.7243,1.519
486,pulled,0.55,0.8839,1.245,0.9545,1.152,0.7243,1.519
486,pulled,0.7,0.8839,1.245,0.9545,1.152,0.7243,1.519
486,pulled,0.85,0.8839,1.245,0.9545,1.152,0.7244,1.518
485,not_pulled_EV,0.25,0.4783,2.3,0.6087,1.807,0.3357,3.277
485,not_pulled_EV,0.4,0.5336,2.061,0.6652,1.654,0.3876,2.838
485,not_pulled_EV,0.55,0.5867,1.875,0.7179,1.532,0.438,2.511
485,not_pulled_EV,0.7,0.6355,1.731,0.7663,1.436,0.4854,2.266
485,not_pulled_EV,0.85,0.6796,1.619,0.8111,1.356,0.5291,2.079
485,not_pulled_PP,0.25,0.4859,2.264,0.6335,1.736,0.3203,3.435
485,not_pulled_PP,0.4,0.543,2.026,0.691,1.592,0.3747,2.935
485,not_pulled_PP,0.55,0.5965,1.844,0.7432,1.48,0.426,2.582
485,not_pulled_PP,0.7,0.6444,1.707,0.79,1.392,0.4727,2.327
485,not_pulled_PP,0.85,0.6868,1.602,0.8314,1.323,0.5142,2.139
485,pulled,0.25,0.8834,1.245,0.9543,1.153,0.7241,1.519
485,pulled,0.4,0.8834,1.245,0.9543,1.153,0.7241,1.519
485,pulled,0.55,0.8834,1.245,0.9543,1.153,0.7241,1.519
485,pulled,0.7,0.8834,1.245,0.9543,1.153,0.7241,1.519
485,pulled,0.85,0.8834,1.245,0.9543,1.153,0.7241,1.519
484,not_pulled_EV,0.25,0.4777,2.303,0.6081,1.809,0.3353,3.28
484,not_pulled_EV,0.4,0.5331,2.064,0.6647,1.655,0.3873,2.84
484,not_pulled_EV,0.55,0.5863,1.876,0.7175,1.533,0.438,2.512
484,not_pulled_EV,0.7,0.6351,1.732,0.7659,1.436,0.4853,2.267
484,not_pulled_EV,0.85,0.6793,1.619,0.8108,1.357,0.5289,2.08
484,not_pulled_PP,0.25,0.4857,2.265,0.6332,1.737,0.3204,3.434
484,not_pulled_PP,0.4,0.5428,2.027,0.6908,1.592,0.375,2.934
484,not_pulled_PP,0.55,0.5965,1.844,0.7432,1.48,0.4264,2.58
484,not_pulled_PP,0.7,0.6445,1.707,0.79,1.392,0.473,2.325
484,not_pulled_PP,0.85,0.6869,1.601,0.8314,1.323,0.5146,2.138
484,pulled,0.25,0.883,1.246,0.954,1.153,0.7238,1.52
484,pulled,0.4,0.883,1.246,0.954,1.153,0.7238,1.52
484,pulled,0.55,0.883,1.246,0.954,1.153,0.7238,1.52
484,pulled,0.7,0.883,1.246,0.954,1.153,0.7238,1.52
484,pulled,0.85,0.883,1.246,0.9541,1.153,0.7239,1.52
483,not_pulled_EV,0.25,0.4771,2.306,0.6075,1.811,0.335,3.284
483,not_pulled_EV,0.4,0.5325,2.066,0.6642,1.656,0.387,2.842
483,not_pulled_EV,0.55,0.586,1.877,0.7172,1.534,0.4379,2.512
483,not_pulled_EV,0.7,0.6348,1.733,0.7655,1.437,0.4852,2.267
483,not_pulled_EV,0.85,0.6789,1.62,0.8104,1.357,0.5288,2.08
483,not_pulled_PP,0.25,0.4854,2.266,0.6329,1.738,0.3204,3.433
483,not_pulled_PP,0.4,0.5426,2.027,0.6906,1.593,0.3752,2.932
483,not_pulled_PP,0.55,0.5965,1.844,0.7431,1.48,0.4268,2.578
483,not_pulled_PP,0.7,0.6445,1.707,0.79,1.392,0.4734,2.324
483,not_pulled_PP,0.85,0.687,1.601,0.8314,1.323,0.5149,2.136
483,pulled,0.25,0.8826,1.246,0.9538,1.153,0.7236,1.52
483,pulled,0.4,0.8826,1.246,0.9538,1.153,0.7236,1.52
483,pulled,0.55,0.8826,1.246,0.9538,1.153,0.7236,1.52
483,pulled,0.7,0.8826,1.246,0.9538,1.153,0.7236,1.52
483,pulled,0.85,0.8826,1.246,0.9538,1.153,0.7237,1.52
482,not_pulled_EV,0.25,0.4765,2.309,0.6069,1.812,0.3347,3.287
482,not_pulled_EV,0.4,0.5319,2.068,0.6636,1.658,0.3867,2.844
482,not_pulled_EV,0.55,0.5856,1.879,0.7168,1.535,0.4378,2.513
482,not_pulled_EV,0.7,0.6344,1.734,0.7651,1.438,0.4851,2.268
482,not_pulled_EV,0.85,0.6786,1.621,0.8101,1.358,0.5287,2.08
482,not_pulled_PP,0.25,0.4852,2.267,0.6327,1.739,0.3205,3.432
482,not_pulled_PP,0.4,0.5425,2.028,0.6905,1.593,0.3754,2.93
482,not_pulled_PP,0.55,0.5965,1.844,0.743,1.48,0.4271,2.575
482,not_pulled_PP,0.7,0.6446,1.706,0.7899,1.393,0.4738,2.322
482,not_pulled_PP,0.85,0.6871,1.601,0.8313,1.323,0.5153,2.135
482,pulled,0.25,0.8822,1.247,0.9536,1.153,0.7233,1.521
482,pulled,0.4,0.8822,1.247,0.9536,1.153,0.7233,1.521
482,pulled,0.55,0.8822,1.247,0.9536,1.153,0.7233,1.521
482,pulled,0.7,0.8822,1.247,0.9536,1.153,0.7233,1.521
482,pulled,0.85,0.8822,1.247,0.9536,1.153,0.7234,1.521
481,not_pulled_EV,0.25,0.4759,2.311,0.6063,1.814,0.3343,3.29
481,not_pulled_EV,0.4,0.5314,2.07,0.6631,1.659,0.3865,2.846
481,not_pulled_EV,0.55,0.5852,1.88,0.7164,1.535,0.4377,2.513
481,not_pulled_EV,0.7,0.6341,1.735,0.7648,1.438,0.4849,2.268
481,not_pulled_EV,0.85,0.6782,1.622,0.8098,1.358,0.5286,2.081
481,not_pulled_PP,0.25,0.4849,2.268,0.6324,1.739,0.3206,3.431
481,not_pulled_PP,0.4,0.5423,2.028,0.6903,1.594,0.3757,2.928
481,not_pulled_PP,0.55,0.5965,1.844,0.743,1.481,0.4275,2.573
481,not_pulled_PP,0.7,0.6447,1.706,0.7899,1.393,0.4741,2.32
481,not_pulled_PP,0.85,0.6872,1.601,0.8313,1.323,0.5156,2.133
481,pulled,0.25,0.8818,1.247,0.9534,1.154,0.7231,1.521
481,pulled,0.4,0.8818,1.247,0.9534,1.154,0.7231,1.521
481,pulled,0.55,0.8818,1.247,0.9534,1.154,0.7231,1.521
481,pulled,0.7,0.8818,1.247,0.9534,1.154,0.7231,1.521
481,pulled,0.85,0.8818,1.247,0.9534,1.154,0.7231,1.521
480,not_pulled_EV,0.25,0.4753,2.314,0.6057,1.816,0.334,3.293
480,not_pulled_EV,0.4,0.5308,2.072,0.6626,1.66,0.3862,2.848
480,not_pulled_EV,0.55,0.5848,1.881,0.716,1.536,0.4376,2.514
480,not_pulled_EV,0.7,0.6337,1.736,0.7644,1.439,0.4848,2.269
480,not_pulled_EV,0.85,0.6779,1.623,0.8095,1.359,0.5285,2.081
480,not_pulled_PP,0.25,0.4847,2.269,0.6321,1.74,0.3207,3.43
480,not_pulled_PP,0.4,0.5422,2.029,0.6901,1.594,0.3759,2.926
480,not_pulled_PP,0.55,0.5965,1.844,0.7429,1.481,0.4279,2.571
480,not_pulled_PP,0.7,0.6448,1.706,0.7899,1.393,0.4745,2.318
480,not_pulled_PP,0.85,0.6873,1.6,0.8313,1.323,0.516,2.132
480,pulled,0.25,0.8814,1.248,0.9532,1.154,0.7228,1.522
480,pulled,0.4,0.8814,1.248,0.9532,1.154,0.7228,1.522
480,pulled,0.55,0.8814,1.248,0.9532,1.154,0.7228,1.522
480,pulled,0.7,0.8814,1.248,0.9532,1.154,0.7228,1.522
480,pulled,0.85,0.8814,1.248,0.9532,1.154,0.7229,1.522
479,not_pulled_EV,0.25,0.4744,2.319,0.6048,1.819,0.3335,3.299
479,not_pulled_EV,0.4,0.53,2.076,0.6618,1.662,0.3858,2.852
479,not_pulled_EV,0.55,0.584,1.884,0.7153,1.538,0.4372,2.516
479,not_pulled_EV,0.7,0.633,1.738,0.7638,1.44,0.4844,2.271
479,not_pulled_EV,0.85,0.6773,1.624,0.809,1.36,0.5281,2.083
479,not_pulled_PP,0.25,0.484,2.273,0.6314,1.742,0.3204,3.434
479,not_pulled_PP,0.4,0.5416,2.031,0.6895,1.595,0.3756,2.929
479,not_pulled_PP,0.55,0.596,1.846,0.7424,1.482,0.4277,2.572
479,not_pulled_PP,0.7,0.6443,1.707,0.7894,1.393,0.4743,2.319
479,not_pulled_PP,0.85,0.6869,1.601,0.8309,1.324,0.5159,2.132
479,pulled,0.25,0.881,1.249,0.9529,1.154,0.7225,1.523
479,pulled,0.4,0.881,1.249,0.9529,1.154,0.7225,1.523
479,pulled,0.55,0.881,1.249,0.9529,1.154,0.7225,1.523
479,pulled,0.7,0.881,1.249,0.9529,1.154,0.7225,1.523
479,pulled,0.85,0.881,1.249,0.9529,1.154,0.7226,1.522
478,not_pulled_EV,0.25,0.4735,2.323,0.604,1.821,0.3329,3.304
478,not_pulled_EV,0.4,0.5291,2.079,0.6611,1.664,0.3853,2.855
478,not_pulled_EV,0.55,0.5832,1.886,0.7147,1.539,0.4368,2.519
478,not_pulled_EV,0.7,0.6323,1.74,0.7632,1.441,0.484,2.273
478,not_pulled_EV,0.85,0.6767,1.625,0.8085,1.361,0.5278,2.084
478,not_pulled_PP,0.25,0.4834,2.276,0.6308,1.744,0.32,3.437
478,not_pulled_PP,0.4,0.541,2.033,0.6888,1.597,0.3753,2.931
478,not_pulled_PP,0.55,0.5954,1.847,0.7418,1.483,0.4275,2.573
478,not_pulled_PP,0.7,0.6438,1.709,0.789,1.394,0.4741,2.32
478,not_pulled_PP,0.85,0.6865,1.602,0.8305,1.324,0.5157,2.133
478,pulled,0.25,0.8806,1.249,0.9527,1.155,0.7221,1.523
478,pulled,0.4,0.8806,1.249,0.9527,1.155,0.7221,1.523
478,pulled,0.55,0.8806,1.249,0.9527,1.155,0.7221,1.523
478,pulled,0.7,0.8806,1.249,0.9527,1.155,0.7221,1.523
478,pulled,0.85,0.8806,1.249,0.9527,1.155,0.7222,1.523
477,not_pulled_EV,0.25,0.4725,2.328,0.6031,1.824,0.3324,3.309
477,not_pulled_EV,0.4,0.5283,2.082,0.6603,1.666,0.3849,2.858
477,not_pulled_EV,0.55,0.5824,1.889,0.714,1.541,0.4363,2.521
477,not_pulled_EV,0.7,0.6316,1.742,0.7627,1.442,0.4836,2.275
477,not_pulled_EV,0.85,0.6762,1.627,0.808,1.361,0.5274,2.086
477,not_pulled_PP,0.25,0.4827,2.279,0.6301,1.746,0.3197,3.441
477,not_pulled_PP,0.4,0.5404,2.036,0.6882,1.598,0.375,2.933
477,not_pulled_PP,0.55,0.5949,1.849,0.7413,1.484,0.4272,2.575
477,not_pulled_PP,0.7,0.6433,1.71,0.7885,1.395,0.4738,2.321
477,not_pulled_PP,0.85,0.6862,1.603,0.8301,1.325,0.5156,2.133
477,pulled,0.25,0.8802,1.25,0.9524,1.155,0.7218,1.524
477,pulled,0.4,0.8802,1.25,0.9524,1.155,0.7218,1.524
477,pulled,0.55,0.8802,1.25,0.9524,1.155,0.7218,1.524
477,pulled,0.7,0.8802,1.25,0.9524,1.155,0.7218,1.524
477,pulled,0.85,0.8802,1.25,0.9524,1.155,0.7219,1.524
476,not_pulled_EV,0.25,0.4716,2.332,0.6023,1.826,0.3319,3.315
476,not_pulled_EV,0.4,0.5275,2.085,0.6595,1.668,0.3844,2.861
476,not_pulled_EV,0.55,0.5817,1.891,0.7133,1.542,0.4359,2.523
476,not_pulled_EV,0.7,0.6309,1.743,0.7621,1.443,0.4832,2.276
476,not_pulled_EV,0.85,0.6756,1.628,0.8075,1.362,0.5271,2.087
476,not_pulled_PP,0.25,0.4821,2.282,0.6295,1.747,0.3194,3.444
476,not_pulled_PP,0.4,0.5398,2.038,0.6875,1.6,0.3747,2.936
476,not_pulled_PP,0.55,0.5944,1.851,0.7408,1.485,0.427,2.576
476,not_pulled_PP,0.7,0.6429,1.711,0.788,1.396,0.4736,2.323
476,not_pulled_PP,0.85,0.6858,1.604,0.8297,1.326,0.5155,2.134
476,pulled,0.25,0.8798,1.25,0.9522,1.155,0.7215,1.525
476,pulled,0.4,0.8798,1.25,0.9522,1.155,0.7215,1.525
476,pulled,0.55,0.8798,1.25,0.9522,1.155,0.7215,1.525
476,pulled,0.7,0.8798,1.25,0.9522,1.155,0.7215,1.525
476,pulled,0.85,0.8798,1.25,0.9522,1.155,0.7216,1.524
475,not_pulled_EV,0.25,0.4707,2.337,0.6015,1.829,0.3313,3.32
475,not_pulled_EV,0.4,0.5267,2.089,0.6587,1.67,0.384,2.865
475,not_pulled_EV,0.55,0.5809,1.894,0.7127,1.543,0.4355,2.526
475,not_pulled_EV,0.7,0.6302,1.745,0.7615,1.444,0.4828,2.278
475,not_pulled_EV,0.85,0.675,1.63,0.8071,1.363,0.5267,2.088
475,not_pulled_PP,0.25,0.4814,2.285,0.6288,1.749,0.3191,3.448
475,not_pulled_PP,0.4,0.5392,2.04,0.6869,1.601,0.3744,2.938
475,not_pulled_PP,0.55,0.5938,1.852,0.7402,1.486,0.4268,2.577
475,not_pulled_PP,0.7,0.6424,1.712,0.7875,1.397,0.4734,2.324
475,not_pulled_PP,0.85,0.6854,1.605,0.8293,1.326,0.5153,2.134
475,pulled,0.25,0.8794,1.251,0.9519,1.156,0.7211,1.525
475,pulled,0.4,0.8794,1.251,0.9519,1.156,0.7211,1.525
475,pulled,0.55,0.8794,1.251,0.9519,1.156,0.7211,1.525
475,pulled,0.7,0.8794,1.251,0.9519,1.156,0.7211,1.525
475,pulled,0.85,0.8794,1.251,0.9519,1.156,0.7212,1.525
474,not_pulled_EV,0.25,0.4698,2.342,0.6006,1.832,0.3308,3.325
474,not_pulled_EV,0.4,0.5258,2.092,0.658,1.672,0.3835,2.868
474,not_pulled_EV,0.55,0.5801,1.896,0.712,1.545,0.4351,2.528
474,not_pulled_EV,0.7,0.6295,1.747,0.761,1.446,0.4824,2.28
474,not_pulled_EV,0.85,0.6744,1.631,0.8066,1.364,0.5263,2.09
474,not_pulled_PP,0.25,0.4808,2.288,0.6282,1.751,0.3187,3.451
474,not_pulled_PP,0.4,0.5386,2.042,0.6862,1.603,0.3741,2.94
474,not_pulled_PP,0.55,0.5933,1.854,0.7397,1.487,0.4266,2.579
474,not_pulled_PP,0.7,0.6419,1.714,0.7871,1.398,0.4732,2.325
474,not_pulled_PP,0.85,0.685,1.606,0.8289,1.327,0.5152,2.135
474,pulled,0.25,0.879,1.251,0.9516,1.156,0.7208,1.526
474,pulled,0.4,0.879,1.251,0.9516,1.156,0.7208,1.526
474,pulled,0.55,0.879,1.251,0.9516,1.156,0.7208,1.526
474,pulled,0.7,0.879,1.251,0.9516,1.156,0.7208,1.526
474,pulled,0.85,0.879,1.251,0.9517,1.156,0.7209,1.526
473,not_pulled_EV,0.25,0.4689,2.346,0.5998,1.834,0.3303,3.331
473,not_pulled_EV,0.4,0.525,2.095,0.6572,1.674,0.3831,2.871
473,not_pulled_EV,0.55,0.5793,1.899,0.7113,1.546,0.4347,2.531
473,not_pulled_EV,0.7,0.6288,1.749,0.7604,1.447,0.482,2.282
473,not_pulled_EV,0.85,0.6738,1.632,0.8061,1.365,0.526,2.091
473,not_pulled_PP,0.25,0.4801,2.291,0.6275,1.753,0.3184,3.455
473,not_pulled_PP,0.4,0.538,2.045,0.6856,1.604,0.3738,2.942
473,not_pulled_PP,0.55,0.5928,1.856,0.7392,1.488,0.4264,2.58
