season,date,game_id,gap_when_pulled,trailing_team,coach,secs_left_at_first_evidence,during_own_powerplay
20232024,2024-03-07,2023021001,2,ARI,André Tourigny,31,False
20232024,2024-03-07,2023021002,2,VGK,Bruce Cassidy,145,False
20232024,2024-03-08,2023021008,2,SEA,Dave Hakstol,54,False
20232024,2024-03-09,2023021011,2,NJD,Travis Green,28,False
20232024,2024-03-09,2023021020,2,DET,Derek Lalonde,51,False
20232024,2024-03-09,2023021021,2,LAK,Jim Hiller,259,False
20232024,2024-03-10,2023021025,2,ARI,André Tourigny,167,False
20232024,2024-03-11,2023021028,2,NJD,Travis Green,154,False
20232024,2024-03-11,2023021030,2,NYI,Patrick Roy,158,False
20232024,2024-03-12,2023021037,2,ARI,André Tourigny,127,False
20232024,2024-03-13,2023021041,2,LAK,Jim Hiller,183,False
20232024,2024-03-14,2023021048,2,DET,Derek Lalonde,199,False
20232024,2024-03-14,2023021051,2,SJS,David Quinn,143,False
20232024,2024-03-14,2023021052,2,NYR,Peter Laviolette,228,False
20232024,2024-03-14,2023021054,2,ANA,Greg Cronin,151,False
20232024,2024-03-14,2023021055,2,VGK,Bruce Cassidy,195,False
20232024,2024-03-16,2023021059,2,BUF,Don Granato,229,False
20232024,2024-03-16,2023021061,2,PIT,Mike Sullivan,163,False
20232024,2024-03-16,2023021062,2,NJD,Travis Green,161,False
20232024,2024-03-16,2023021063,2,FLA,Paul Maurice,46,False
20232024,2024-03-16,2023021064,2,PHI,John Tortorella,145,False
20232024,2024-03-16,2023021067,2,CAR,Rod Brind'Amour,214,False
20232024,2024-03-16,2023021071,2,SEA,Dave Hakstol,192,False
20232024,2024-03-17,2023021076,2,SJS,David Quinn,183,False
20232024,2024-03-17,2023021078,2,DET,Derek Lalonde,132,False
20232024,2024-03-18,2023021080,2,CGY,Ryan Huska,158,False
20232024,2024-03-19,2023021085,2,NYR,Peter Laviolette,169,False
20232024,2024-03-19,2023021086,2,TOR,Sheldon Keefe,165,False
20232024,2024-03-19,2023021087,2,NYI,Patrick Roy,264,False
20232024,2024-03-19,2023021093,2,BUF,Don Granato,63,False
20232024,2024-03-21,2023021098,2,BOS,Jim Montgomery,111,False
20232024,2024-03-21,2023021100,2,NYI,Patrick Roy,311,False
20232024,2024-03-21,2023021102,2,WPG,Rick Bowness,216,False
20232024,2024-03-21,2023021103,2,OTT,Jacques Martin,111,False
20232024,2024-03-22,2023021110,2,PIT,Mike Sullivan,172,False
20232024,2024-03-23,2023021118,2,EDM,Kris Knoblauch,192,False
20232024,2024-03-23,2023021120,2,CGY,Ryan Huska,159,False
20232024,2024-03-23,2023021122,2,CHI,Luke Richardson,820,False
20232024,2024-03-24,2023021129,2,PHI,John Tortorella,210,False
20232024,2024-03-24,2023021130,2,ARI,André Tourigny,46,False
20232024,2024-03-24,2023021132,2,CGY,Ryan Huska,10,False
20232024,2024-03-25,2023021135,2,VAN,Rick Tocchet,240,False
20232024,2024-03-26,2023021138,2,CAR,Rod Brind'Amour,90,False
20232024,2024-03-26,2023021139,2,TOR,Sheldon Keefe,71,False
20232024,2024-03-26,2023021143,2,CGY,Ryan Huska,184,False
20232024,2024-03-28,2023021152,2,PHI,John Tortorella,201,True
20232024,2024-03-28,2023021152,2,PHI,John Tortorella,24,False
20232024,2024-03-28,2023021153,2,CHI,Luke Richardson,1125,False
20232024,2024-03-28,2023021158,2,WPG,Rick Bowness,59,False
20232024,2024-03-28,2023021160,2,LAK,Jim Hiller,171,False
20232024,2024-03-28,2023021162,2,ANA,Greg Cronin,78,False
20232024,2024-03-28,2023021163,2,VAN,Rick Tocchet,111,False
20232024,2024-03-29,2023021164,2,NJD,Travis Green,38,False
20232024,2024-03-30,2023021168,2,ARI,André Tourigny,15,False
20232024,2024-03-30,2023021169,2,NSH,Andrew Brunette,230,False
20232024,2024-03-30,2023021172,2,MTL,Martin St. Louis,168,False
20232024,2024-03-30,2023021174,2,NYI,Patrick Roy,205,False
20232024,2024-03-30,2023021178,2,LAK,Jim Hiller,112,False
20232024,2024-03-30,2023021179,2,SEA,Dave Hakstol,169,False
20232024,2024-04-01,2023021181,2,COL,Jared Bednar,183,False
20232024,2024-04-01,2023021182,2,NYR,Peter Laviolette,115,False
20232024,2024-04-01,2023021184,2,TBL,Jon Cooper,56,False
20232024,2024-04-01,2023021185,2,FLA,Paul Maurice,182,False
20232024,2024-04-02,2023021191,2,NJD,Travis Green,185,False
20232024,2024-04-02,2023021194,2,NSH,Andrew Brunette,134,False
20232024,2024-04-04,2023021202,2,CAR,Rod Brind'Amour,160,False
20232024,2024-04-04,2023021204,2,MTL,Martin St. Louis,302,False
20232024,2024-04-04,2023021206,2,WSH,Spencer Carbery,200,False
20232024,2024-04-04,2023021207,2,MIN,John Hynes,172,False
20232024,2024-04-04,2023021208,2,STL,Drew Bannister,691,True
20232024,2024-04-04,2023021208,2,STL,Drew Bannister,69,True
20232024,2024-04-04,2023021209,2,CGY,Ryan Huska,182,False
20232024,2024-04-04,2023021210,2,SJS,David Quinn,143,False
20232024,2024-04-05,2023021211,2,PHI,John Tortorella,227,False
20232024,2024-04-05,2023021215,2,ANA,Greg Cronin,217,False
20232024,2024-04-05,2023021216,2,VGK,Bruce Cassidy,155,False
20232024,2024-04-06,2023021219,2,MIN,John Hynes,327,False
20232024,2024-04-06,2023021223,2,MTL,Martin St. Louis,137,False
20232024,2024-04-06,2023021225,2,NSH,Andrew Brunette,60,False
20232024,2024-04-07,2023021228,2,BUF,Don Granato,187,False
20232024,2024-04-07,2023021231,2,SJS,David Quinn,288,False
20232024,2024-04-07,2023021234,2,MTL,Martin St. Louis,121,False
20232024,2024-04-07,2023021236,2,COL,Jared Bednar,204,False
20232024,2024-04-09,2023021240,2,DET,Derek Lalonde,189,True
20232024,2024-04-09,2023021241,2,OTT,Jacques Martin,184,False
20232024,2024-04-09,2023021243,2,NJD,Travis Green,200,True
20232024,2024-04-09,2023021245,2,CBJ,Pascal Vincent,168,False
20232024,2024-04-09,2023021249,2,LAK,Jim Hiller,190,True
20232024,2024-04-11,2023021255,2,WSH,Spencer Carbery,145,False
20232024,2024-04-11,2023021255,2,WSH,Spencer Carbery,47,False
20232024,2024-04-11,2023021262,2,DAL,Peter DeBoer,184,False
20232024,2024-04-11,2023021263,2,SEA,Dave Hakstol,172,False
20232024,2024-04-11,2023021264,2,CGY,Ryan Huska,205,False
20232024,2024-04-12,2023021265,2,STL,Drew Bannister,75,False
20232024,2024-04-13,2023021271,2,SEA,Dave Hakstol,54,False
20232024,2024-04-13,2023021275,2,TBL,Jon Cooper,132,False
20232024,2024-04-13,2023021279,2,PIT,Mike Sullivan,192,False
20232024,2024-04-13,2023021279,2,PIT,Mike Sullivan,66,False
20232024,2024-04-13,2023021280,2,EDM,Kris Knoblauch,89,False
20232024,2024-04-13,2023021281,2,ANA,Greg Cronin,116,False
20232024,2024-04-14,2023021283,2,SEA,Dave Hakstol,133,False
20232024,2024-04-15,2023021289,2,NSH,Andrew Brunette,199,False
20232024,2024-04-15,2023021290,2,TBL,Jon Cooper,115,False
20232024,2024-04-15,2023021294,2,LAK,Jim Hiller,129,False
20232024,2024-04-16,2023021295,2,BOS,Jim Montgomery,78,False
20232024,2024-04-16,2023021297,2,TOR,Sheldon Keefe,191,False
20232024,2024-04-17,2023021306,2,EDM,Kris Knoblauch,312,False
20232024,2024-04-18,2023021307,2,MIN,John Hynes,73,True
20232024,2024-04-18,2023021311,2,VGK,Bruce Cassidy,124,True
20242025,2024-10-04,2024020001,2,BUF,Lindy Ruff,160,False
20242025,2024-10-05,2024020002,2,BUF,Lindy Ruff,182,False
20242025,2024-10-08,2024020004,2,BOS,Jim Montgomery,105,False
20242025,2024-10-10,2024020011,2,MTL,Martin St. Louis,175,True
20242025,2024-10-10,2024020012,2,BUF,Lindy Ruff,11,False
20242025,2024-10-10,2024020013,2,FLA,Paul Maurice,46,False
20242025,2024-10-10,2024020015,2,NJD,Sheldon Keefe,100,False
20242025,2024-10-10,2024020017,2,NSH,Andrew Brunette,168,False
20242025,2024-10-11,2024020020,2,CAR,Rod Brind'Amour,59,False
20242025,2024-10-12,2024020025,2,FLA,Paul Maurice,183,False
20242025,2024-10-12,2024020028,2,NSH,Andrew Brunette,175,False
20242025,2024-10-12,2024020032,2,NYI,Patrick Roy,246,False
20242025,2024-10-12,2024020034,2,COL,Jared Bednar,143,False
20242025,2024-10-12,2024020035,2,PHI,John Tortorella,146,False
20242025,2024-10-12,2024020036,2,EDM,Kris Knoblauch,213,False
20242025,2024-10-12,2024020037,2,SJS,Ryan Warsofsky,85,False
20242025,2024-10-13,2024020039,2,SEA,Dan Bylsma,101,False
20242025,2024-10-13,2024020040,2,EDM,Kris Knoblauch,135,False
20242025,2024-10-14,2024020045,2,DET,Derek Lalonde,164,False
20242025,2024-10-14,2024020046,2,MTL,Martin St. Louis,219,False
20242025,2024-10-15,2024020048,2,VAN,Rick Tocchet,126,False
20242025,2024-10-15,2024020049,2,VGK,Bruce Cassidy,126,False
20242025,2024-10-15,2024020051,2,CBJ,Dean Evason,268,False
20242025,2024-10-15,2024020052,2,STL,Drew Bannister,34,False
20242025,2024-10-16,2024020059,2,COL,Jared Bednar,121,False
20242025,2024-10-17,2024020061,2,MTL,Martin St. Louis,150,False
20242025,2024-10-17,2024020062,2,OTT,Travis Green,26,False
20242025,2024-10-17,2024020067,2,BUF,Lindy Ruff,110,False
20242025,2024-10-17,2024020069,2,NSH,Andrew Brunette,15,False
20242025,2024-10-17,2024020070,2,SJS,Ryan Warsofsky,203,False
20242025,2024-10-17,2024020071,2,PHI,John Tortorella,226,False
20242025,2024-10-19,2024020076,2,NSH,Andrew Brunette,62,False
20242025,2024-10-19,2024020077,2,EDM,Kris Knoblauch,130,False
20242025,2024-10-19,2024020079,2,TOR,Craig Berube,54,False
20242025,2024-10-19,2024020083,2,CBJ,Dean Evason,55,False
20242025,2024-10-20,2024020088,2,PIT,Mike Sullivan,180,False
20242025,2024-10-20,2024020089,2,SJS,Ryan Warsofsky,216,False
20242025,2024-10-20,2024020090,2,ANA,Greg Cronin,53,False
20242025,2024-10-22,2024020095,2,DAL,Peter DeBoer,224,False
20242025,2024-10-22,2024020105,2,SJS,Ryan Warsofsky,45,False
20242025,2024-10-22,2024020106,2,SEA,Dan Bylsma,129,False
20242025,2024-10-23,2024020108,2,PHI,John Tortorella,116,False
20242025,2024-10-24,2024020109,2,BOS,Jim Montgomery,236,False
20242025,2024-10-24,2024020113,2,NYR,Peter Laviolette,183,True
20242025,2024-10-24,2024020114,2,CGY,Ryan Huska,17,False
20242025,2024-10-24,2024020117,2,SJS,Ryan Warsofsky,143,False
20242025,2024-10-25,2024020118,2,OTT,Travis Green,67,False
20242025,2024-10-26,2024020123,2,MIN,John Hynes,49,True
20242025,2024-10-26,2024020126,2,STL,Drew Bannister,236,False
20242025,2024-10-26,2024020129,2,CGY,Ryan Huska,67,False
20242025,2024-10-26,2024020130,2,NYI,Patrick Roy,190,True
20242025,2024-10-26,2024020135,2,SEA,Dan Bylsma,142,False
20242025,2024-10-27,2024020138,2,PHI,John Tortorella,113,False
20242025,2024-10-27,2024020139,2,OTT,Travis Green,65,False
20242025,2024-10-28,2024020143,2,WPG,Scott Arniel,248,False
20242025,2024-10-28,2024020144,2,COL,Jared Bednar,58,False
20242025,2024-10-28,2024020145,2,SJS,Ryan Warsofsky,259,False
20242025,2024-10-30,2024020155,2,NYI,Patrick Roy,123,False
20242025,2024-10-30,2024020157,2,COL,Jared Bednar,161,False
20242025,2024-10-31,2024020161,2,SEA,Dan Bylsma,145,False
20242025,2024-11-01,2024020169,2,BUF,Lindy Ruff,224,False
20242025,2024-11-01,2024020172,2,TBL,Jon Cooper,146,False
20242025,2024-11-01,2024020173,2,NJD,Sheldon Keefe,269,False
20242025,2024-11-02,2024020175,2,PHI,John Tortorella,278,False
20242025,2024-11-02,2024020178,2,SEA,Dan Bylsma,235,False
20242025,2024-11-02,2024020182,2,COL,Jared Bednar,165,False
20242025,2024-11-02,2024020182,2,COL,Jared Bednar,56,False
20242025,2024-11-03,2024020185,2,NYI,Patrick Roy,220,False
20242025,2024-11-03,2024020186,2,TBL,Jon Cooper,114,False
20242025,2024-11-03,2024020187,2,SEA,Dan Bylsma,186,False
20242025,2024-11-04,2024020192,2,NSH,Andrew Brunette,235,False
20242025,2024-11-05,2024020201,2,UTA,AndrÃ© Tourigny,188,False
20242025,2024-11-05,2024020202,2,SEA,Dan Bylsma,254,False
20242025,2024-11-06,2024020206,2,CHI,Luke Richardson,145,False
20242025,2024-11-07,2024020218,2,LAK,Jim Hiller,50,False
20242025,2024-11-07,2024020219,2,SJS,Ryan Warsofsky,110,False
20242025,2024-11-08,2024020220,2,DET,Derek Lalonde,62,False
20242025,2024-11-09,2024020233,2,CAR,Rod Brind'Amour,28,False
20242025,2024-11-09,2024020234,2,CBJ,Dean Evason,140,False
20242025,2024-11-10,2024020238,2,CBJ,Dean Evason,80,False
20242025,2024-11-11,2024020239,2,BUF,Lindy Ruff,43,False
20242025,2024-11-11,2024020242,2,LAK,Jim Hiller,154,False
20242025,2024-11-12,2024020246,2,FLA,Paul Maurice,175,False
20242025,2024-11-12,2024020247,2,NYR,Peter Laviolette,119,False
20242025,2024-11-12,2024020250,2,CGY,Ryan Huska,137,False
20242025,2024-11-12,2024020251,2,CBJ,Dean Evason,105,False
20242025,2024-11-14,2024020259,2,WPG,Scott Arniel,73,False
20242025,2024-11-14,2024020261,2,SJS,Ryan Warsofsky,166,False
20242025,2024-11-14,2024020263,2,MTL,Martin St. Louis,71,False
20242025,2024-11-15,2024020268,2,COL,Jared Bednar,192,False
20242025,2024-11-16,2024020278,2,BUF,Lindy Ruff,65,False
20242025,2024-11-16,2024020282,2,DET,Derek Lalonde,60,False
20242025,2024-11-16,2024020283,2,CHI,Luke Richardson,64,False
20242025,2024-11-17,2024020286,2,VGK,Bruce Cassidy,154,False
20242025,2024-11-17,2024020287,2,SEA,Dan Bylsma,191,False
20242025,2024-11-18,2024020290,2,EDM,Kris Knoblauch,292,False
20242025,2024-11-18,2024020291,2,DAL,Peter DeBoer,140,False
20242025,2024-11-19,2024020297,2,FLA,Paul Maurice,244,True
20242025,2024-11-19,2024020297,2,FLA,Paul Maurice,81,True
20242025,2024-11-20,2024020301,2,VGK,Bruce Cassidy,212,False
20242025,2024-11-20,2024020303,2,SJS,Ryan Warsofsky,54,False
20242025,2024-11-20,2024020304,2,NSH,Andrew Brunette,241,False
20242025,2024-11-21,2024020309,2,CAR,Rod Brind'Amour,209,False
20242025,2024-11-22,2024020316,2,PIT,Mike Sullivan,117,False
20242025,2024-11-23,2024020320,2,SEA,Dan Bylsma,175,True
20242025,2024-11-23,2024020323,2,OTT,Travis Green,133,False
20242025,2024-11-23,2024020325,2,TBL,Jon Cooper,143,False
20242025,2024-11-23,2024020329,2,WPG,Scott Arniel,146,False
20242025,2024-11-23,2024020331,2,SJS,Ryan Warsofsky,1,False
20242025,2024-11-25,2024020335,2,FLA,Paul Maurice,56,False
20242025,2024-11-25,2024020336,2,NSH,Andrew Brunette,214,True
20242025,2024-11-25,2024020337,2,NYR,Peter Laviolette,189,False
20242025,2024-11-25,2024020340,2,CGY,Ryan Huska,197,False
20242025,2024-11-25,2024020342,2,MIN,John Hynes,160,False
20242025,2024-11-27,2024020353,2,NYI,Patrick Roy,289,False
20242025,2024-11-27,2024020354,2,VAN,Rick Tocchet,139,False
20242025,2024-11-27,2024020359,2,WPG,Scott Arniel,202,False
20242025,2024-11-29,2024020367,2,CAR,Rod Brind'Amour,133,False
20242025,2024-11-29,2024020368,2,CGY,Ryan Huska,182,False
20242025,2024-11-29,2024020371,2,SEA,Dan Bylsma,318,False
20242025,2024-11-29,2024020373,2,COL,Jared Bednar,136,False
20242025,2024-11-30,2024020378,2,TBL,Jon Cooper,252,False
20242025,2024-11-30,2024020378,2,TBL,Jon Cooper,68,False
20242025,2024-11-30,2024020379,2,NJD,Sheldon Keefe,202,True
20242025,2024-11-30,2024020382,2,OTT,Travis Green,178,False
20242025,2024-11-30,2024020383,2,BUF,Lindy Ruff,138,False
20242025,2024-11-30,2024020385,2,COL,Jared Bednar,224,False
20242025,2024-11-30,2024020387,2,SEA,Dan Bylsma,209,False
20242025,2024-12-01,2024020389,2,MTL,Martin St. Louis,166,False
20242025,2024-12-01,2024020390,2,CHI,Luke Richardson,118,False
20242025,2024-12-02,2024020394,2,CHI,Luke Richardson,110,False
20242025,2024-12-03,2024020401,2,CAR,Rod Brind'Amour,169,False
20242025,2024-12-03,2024020403,2,WPG,Scott Arniel,226,False
20242025,2024-12-03,2024020404,2,CBJ,Dean Evason,82,False
20242025,2024-12-04,2024020408,2,ANA,Greg Cronin,101,False
20242025,2024-12-05,2024020411,2,NSH,Andrew Brunette,136,False
20242025,2024-12-05,2024020415,2,COL,Jared Bednar,114,False
20242025,2024-12-05,2024020416,2,NYI,Patrick Roy,239,False
20242025,2024-12-06,2024020421,2,PIT,Mike Sullivan,81,False
20242025,2024-12-06,2024020422,2,CBJ,Dean Evason,171,False
20242025,2024-12-06,2024020423,2,DAL,Peter DeBoer,197,False
20242025,2024-12-07,2024020427,2,CHI,Anders Sorensen,60,False
20242025,2024-12-07,2024020428,2,CAR,Rod Brind'Amour,186,False
20242025,2024-12-07,2024020429,2,SJS,Ryan Warsofsky,48,False
20242025,2024-12-07,2024020430,2,MTL,Martin St. Louis,125,False
20242025,2024-12-07,2024020431,2,NSH,Andrew Brunette,104,False
20242025,2024-12-07,2024020433,2,TOR,Craig Berube,26,True
20242025,2024-12-07,2024020434,2,MIN,John Hynes,236,False
20242025,2024-12-07,2024020434,2,MIN,John Hynes,65,False
20242025,2024-12-07,2024020435,2,STL,Jim Montgomery,171,False
20242025,2024-12-08,2024020436,2,NYR,Peter Laviolette,67,False
20242025,2024-12-08,2024020438,2,OTT,Travis Green,9,False
20242025,2024-12-08,2024020439,2,WPG,Scott Arniel,220,False
20242025,2024-12-08,2024020441,2,PHI,John Tortorella,183,False
20242025,2024-12-11,2024020457,2,BUF,Lindy Ruff,108,False
20242025,2024-12-12,2024020461,2,LAK,Jim Hiller,157,True
20242025,2024-12-12,2024020462,2,DET,Derek Lalonde,13,False
20242025,2024-12-12,2024020464,2,CHI,Anders Sorensen,38,False
20242025,2024-12-12,2024020466,2,DAL,Peter DeBoer,221,False
20242025,2024-12-12,2024020469,2,COL,Jared Bednar,262,False
20242025,2024-12-13,2024020473,2,CAR,Rod Brind'Amour,214,False
20242025,2024-12-14,2024020476,2,PHI,John Tortorella,264,False
20242025,2024-12-14,2024020480,2,BUF,Lindy Ruff,68,False
20242025,2024-12-14,2024020484,2,NSH,Andrew Brunette,292,False
20242025,2024-12-14,2024020484,2,NSH,Andrew Brunette,67,False
20242025,2024-12-14,2024020488,2,SEA,Dan Bylsma,248,False
20242025,2024-12-15,2024020490,2,BUF,Lindy Ruff,74,False
20242025,2024-12-16,2024020494,2,WSH,Spencer Carbery,154,False
20242025,2024-12-16,2024020496,2,COL,Jared Bednar,155,False
20242025,2024-12-16,2024020496,2,COL,Jared Bednar,46,False
20242025,2024-12-17,2024020498,2,CBJ,Dean Evason,119,False
20242025,2024-12-17,2024020501,2,STL,Jim Montgomery,296,False
20242025,2024-12-17,2024020502,2,NYR,Peter Laviolette,98,False
20242025,2024-12-18,2024020507,2,PHI,John Tortorella,52,False
20242025,2024-12-18,2024020508,2,DAL,Peter DeBoer,238,False
20242025,2024-12-19,2024020512,2,STL,Jim Montgomery,124,False
20242025,2024-12-19,2024020513,2,PHI,John Tortorella,217,False
20242025,2024-12-19,2024020514,2,NJD,Sheldon Keefe,150,False
20242025,2024-12-19,2024020514,2,NJD,Sheldon Keefe,21,False
20242025,2024-12-19,2024020516,2,SEA,Dan Bylsma,206,False
20242025,2024-12-19,2024020520,2,SJS,Ryan Warsofsky,143,False
20242025,2024-12-20,2024020521,2,BUF,Lindy Ruff,122,False
20242025,2024-12-20,2024020524,2,CAR,Rod Brind'Amour,180,False
20242025,2024-12-20,2024020525,2,DAL,Peter DeBoer,79,False
20242025,2024-12-20,2024020527,2,ANA,Greg Cronin,39,False
20242025,2024-12-21,2024020529,2,CHI,Anders Sorensen,140,False
20242025,2024-12-21,2024020531,2,BUF,Lindy Ruff,26,False
20242025,2024-12-21,2024020532,2,TOR,Craig Berube,285,False
20242025,2024-12-21,2024020534,2,PIT,Mike Sullivan,140,False
20242025,2024-12-22,2024020539,2,NYR,Peter Laviolette,90,True
20242025,2024-12-22,2024020543,2,SEA,Dan Bylsma,92,False
20242025,2024-12-22,2024020544,2,OTT,Travis Green,201,False
20242025,2024-12-23,2024020546,2,TOR,Craig Berube,152,False
20242025,2024-12-23,2024020547,2,WSH,Spencer Carbery,103,False
20242025,2024-12-23,2024020550,2,PHI,John Tortorella,229,False
20242025,2024-12-23,2024020553,2,CAR,Rod Brind'Amour,212,False
20242025,2024-12-23,2024020554,2,CHI,Anders Sorensen,72,False
20242025,2024-12-23,2024020555,2,SJS,Ryan Warsofsky,115,False
20242025,2024-12-23,2024020557,2,ANA,Greg Cronin,171,False
20242025,2024-12-27,2024020560,2,CAR,Rod Brind'Amour,170,False
20242025,2024-12-27,2024020562,2,NSH,Andrew Brunette,199,False
20242025,2024-12-27,2024020564,2,UTA,AndrÃ© Tourigny,69,False
20242025,2024-12-27,2024020565,2,SJS,Ryan Warsofsky,156,False
20242025,2024-12-28,2024020567,2,SEA,Dan Bylsma,98,False
20242025,2024-12-28,2024020568,2,ANA,Greg Cronin,124,False
20242025,2024-12-28,2024020571,2,TOR,Craig Berube,261,False
20242025,2024-12-28,2024020573,2,NJD,Sheldon Keefe,237,False
20242025,2024-12-28,2024020574,2,OTT,Travis Green,184,False
20242025,2024-12-28,2024020575,2,PIT,Mike Sullivan,158,False
20242025,2024-12-29,2024020579,2,WSH,Spencer Carbery,106,False
20242025,2024-12-29,2024020580,2,TBL,Jon Cooper,167,False
20242025,2024-12-29,2024020581,2,NYI,Patrick Roy,250,False
20242025,2024-12-29,2024020582,2,STL,Jim Montgomery,191,False
20242025,2024-12-29,2024020583,2,MIN,John Hynes,34,False
20242025,2024-12-29,2024020584,2,CGY,Ryan Huska,144,False
20242025,2024-12-30,2024020588,2,UTA,AndrÃ© Tourigny,193,False
20242025,2024-12-31,2024020595,2,BUF,Lindy Ruff,70,False
20242025,2024-12-31,2024020596,2,NSH,Andrew Brunette,245,False
20242025,2024-12-31,2024020597,2,WPG,Scott Arniel,80,False
20242025,2024-12-31,2024020600,2,VAN,Rick Tocchet,29,False
20242025,2024-12-31,2024020601,2,UTA,AndrÃ© Tourigny,134,False
20242025,2025-01-01,2024020602,2,NJD,Sheldon Keefe,277,False
20242025,2025-01-02,2024020608,2,OTT,Travis Green,213,False
20242025,2025-01-02,2024020610,2,COL,Jared Bednar,195,False
20242025,2025-01-02,2024020611,2,CGY,Ryan Huska,34,False
20242025,2025-01-02,2024020612,2,PHI,John Tortorella,174,False
20242025,2025-01-03,2024020616,2,MTL,Martin St. Louis,176,False
20242025,2025-01-03,2024020619,2,VAN,Rick Tocchet,78,False
20242025,2025-01-04,2024020620,2,NYR,Peter Laviolette,168,False
20242025,2025-01-04,2024020623,2,BOS,Joe Sacco,119,False
20242025,2025-01-04,2024020623,2,BOS,Joe Sacco,10,False
20242025,2025-01-04,2024020625,2,STL,Jim Montgomery,265,False
20242025,2025-01-04,2024020627,2,CGY,Ryan Huska,192,False
20242025,2025-01-04,2024020630,2,BUF,Lindy Ruff,122,False
20242025,2025-01-04,2024020631,2,SEA,Dan Bylsma,84,False
20242025,2025-01-05,2024020636,2,TBL,Jon Cooper,153,False
20242025,2025-01-06,2024020639,2,FLA,Paul Maurice,54,False
20242025,2025-01-07,2024020647,2,NSH,Andrew Brunette,168,False
20242025,2025-01-08,2024020651,2,COL,Jared Bednar,169,False
20242025,2025-01-08,2024020652,2,UTA,AndrÃ© Tourigny,74,False
20242025,2025-01-09,2024020655,2,BOS,Joe Sacco,64,False
20242025,2025-01-09,2024020657,2,PHI,John Tortorella,272,False
20242025,2025-01-09,2024020658,2,EDM,Kris Knoblauch,124,False
20242025,2025-01-09,2024020659,2,TOR,Craig Berube,217,False
20242025,2025-01-10,2024020664,2,CHI,Anders Sorensen,230,False
20242025,2025-01-10,2024020666,2,VAN,Rick Tocchet,119,False
20242025,2025-01-11,2024020677,2,STL,Jim Montgomery,223,False
20242025,2025-01-11,2024020678,2,COL,Jared Bednar,106,False
20242025,2025-01-11,2024020679,2,NSH,Andrew Brunette,146,False
20242025,2025-01-11,2024020683,2,SJS,Ryan Warsofsky,52,False
20242025,2025-01-12,2024020685,2,DAL,Peter DeBoer,173,False
20242025,2025-01-12,2024020686,2,PIT,Mike Sullivan,50,False
20242025,2025-01-14,2024020692,2,TBL,Jon Cooper,251,False
20242025,2025-01-14,2024020694,2,DET,Todd McLellan,169,False
20242025,2025-01-14,2024020701,2,VGK,Bruce Cassidy,2,False
20242025,2025-01-14,2024020704,2,UTA,AndrÃ© Tourigny,79,False
20242025,2025-01-15,2024020705,2,CAR,Rod Brind'Amour,213,False
20242025,2025-01-15,2024020706,2,MIN,John Hynes,138,False
20242025,2025-01-16,2024020710,2,FLA,Paul Maurice,202,False
20242025,2025-01-16,2024020711,2,SJS,Ryan Warsofsky,151,False
20242025,2025-01-16,2024020712,2,NYI,Patrick Roy,201,True
20242025,2025-01-17,2024020720,2,BUF,Lindy Ruff,301,False
20242025,2025-01-18,2024020723,2,OTT,Travis Green,216,False
20242025,2025-01-18,2024020725,2,ANA,Greg Cronin,61,False
20242025,2025-01-18,2024020729,2,PIT,Mike Sullivan,109,False
20242025,2025-01-18,2024020730,2,WPG,Scott Arniel,53,False
20242025,2025-01-18,2024020732,2,VGK,Bruce Cassidy,85,False
20242025,2025-01-18,2024020734,2,STL,Jim Montgomery,53,False
20242025,2025-01-18,2024020736,2,LAK,Jim Hiller,57,False
20242025,2025-01-20,2024020740,2,SJS,Ryan Warsofsky,60,False
20242025,2025-01-20,2024020741,2,COL,Jared Bednar,207,False
20242025,2025-01-20,2024020742,2,BUF,Lindy Ruff,83,False
20242025,2025-01-20,2024020742,2,BUF,Lindy Ruff,56,False
20242025,2025-01-20,2024020743,2,VGK,Bruce Cassidy,203,False
20242025,2025-01-20,2024020744,2,TBL,Jon Cooper,32,False
20242025,2025-01-20,2024020745,2,CBJ,Dean Evason,189,False
20242025,2025-01-20,2024020747,2,WPG,Scott Arniel,161,False
20242025,2025-01-23,2024020762,2,MTL,Martin St. Louis,187,False
20242025,2025-01-23,2024020764,2,CBJ,Dean Evason,138,False
20242025,2025-01-23,2024020765,2,STL,Jim Montgomery,370,False
20242025,2025-01-23,2024020767,2,BUF,Lindy Ruff,137,True
20242025,2025-01-23,2024020770,2,SEA,Dan Bylsma,224,False
20242025,2025-01-24,2024020772,2,PHI,John Tortorella,174,False
20242025,2025-01-24,2024020775,2,UTA,AndrÃ© Tourigny,153,False
20242025,2025-01-25,2024020783,2,STL,Jim Montgomery,266,False
20242025,2025-01-25,2024020784,2,MIN,John Hynes,65,False
20242025,2025-01-26,2024020790,2,UTA,AndrÃ© Tourigny,144,False
20242025,2025-01-26,2024020792,2,CHI,Anders Sorensen,42,False
20242025,2025-01-26,2024020793,2,FLA,Paul Maurice,227,True
20242025,2025-01-27,2024020794,2,LAK,Jim Hiller,157,False
20242025,2025-01-27,2024020795,2,NJD,Sheldon Keefe,247,False
20242025,2025-01-27,2024020796,2,STL,Jim Montgomery,269,False
20242025,2025-01-28,2024020800,2,MTL,Martin St. Louis,131,False
20242025,2025-01-28,2024020801,2,TBL,Jon Cooper,242,False
20242025,2025-01-28,2024020803,2,COL,Jared Bednar,135,False
